"","substudy_num","alpha_nls2","alpha_se_nls2","beta_hat","beta_variance_nls2","unnamed","substudy_source","Alex_PAPER_ID","use_alex_craig","data.source..or.reason.for.exclusion.","data.on.recruit.on.recruit","data.on.older.fish.on.older.fish","Density.areal.units..or.can.be.converted.","Data.set.original..YES.Use.them.or.not.checked..No.use.data.from.another.paper...","is.the.initial.number..taken.at.a.point.in.time..SINGLE..but.this.might.be.multiple.settlement.events...or.is.an.cumulative.number..e.g...sum.settlers..over.every.day.of.summer...if.CUMULATIVE...then.what.is.the.time.scale.of.the.summation.","Number.of.Aggregrated.taxa.","Is.good.based.on..criteria.","Fish.Depleted.or.were.Replaced...Or.do.we.take.Beta.directly.from.the.paper.","estimation_approach","use_2024","Authors","Article.Title","Source.Title","Abstract","Times.Cited..WoS.Core","Times.Cited..All.Databases","Publication.Date","Publication.Year","Volume","Issue","Start.Page","End.Page","DOI","study_num","study","lat_deci","long_deci","journal","paired_pred","paired_substudy_num","conclusion","rawdata_for_analysis","alpha_2002","alpha_se_2002","beta_2002","beta_se_2002","var_alpha_2002","var_beta_2002","expt_obs","expt_obs_pairs","family","g_sp","trophic_status","trophic_level","habitat","geog_region_2","ocean","predators","age_start","size_start","size_start_units","SL_start","duration"
"88",174,0.0345454545454545,0.0034786641929499,-0.00262258133333333,1.64146266430958e-06,134,"Figure 3a-ContinousReef-HAGA",308,"yes","Fig 3 has data on mortality but without knowing emigration we can't apply BH.  She argues that migration is influential, but mortality is 4x greater.  I think we need to figure out if we can estimate ""loss"" without regard to cause","Yes","No","Yes","YES","SINGLE","1","Yes","Depleted","Binomial","yes","Overholtzer-McLeod, KL","Post-settlement emigration affects mortality estimates for two Bahamian wrasses","CORAL REEFS","Understanding the dynamics of open marine populations is inherently complex, and this complexity has led to decades of debate regarding the relative importance of pre-versus post-settlement processes in structuring these populations. Movement between patches may be an important modifier of patterns established at settlement, yet local immigration and emigration have received less attention than other demographic rates. I examined loss rates from tagged populations of juvenile wrasses (yellowhead wrasse Halichoeres garnoti and bluehead wrasse Thalassoma bifasciatum) at two sites in the Bahamas. Assuming that all losses were due solely to mortality would have significantly underestimated survivorship of yellowhead wrasse by 29% and bluehead wrasse by 14%. On average, per capita mortality and emigration rates were higher for yellowhead than bluehead wrasse, but neither demographic rate differed between sites for either species. With respect to within-species density, bluehead wrasse mortality was density-dependent at the patch reef site, but mortality rates of yellowhead wrasse were consistently density-independent. Evaluating the effects of between-species density, yellowhead wrasse mortality increased with a decrease in bluehead wrasse density, but this effect was limited to the patch reef site. Emigration rates were not a function of either within-species or between-species density, but instead varied inversely with isolation distance. Numerous previous studies of coral-reef fish, conducted on patch reefs separated by only a few meters of sand and often using untagged fish, may have confounded losses due to emigration with those due to mortality. A better understanding of the factors affecting emigration in marine fishes is important to their effective management using spatial tools such as marine protected areas.","12",12,"JUN",2005,24,"2",283,291,"10.1007/s00338-005-0477-3",49,"Overholtzer-McLeod 2005",23.7668152,-76.094504,"Coral Reefs","unpaired",174,"DI","yes",NA,NA,NA,NA,NA,NA,"Exp",NA,"Labridae","Halichoeres_garnoti","planktivore",3.5,"reef","Bahamas","Caribbean","present",10,22.5,"mmTL",18,30
"89",175,1e-15,NA,0.0184126467878788,5.70685571134361e-05,135,"Figure 3b-ContinuousReef-THBI",308,"yes","Fig 3 has data on mortality but without knowing emigration we can't apply BH.  She argues that migration is influential, but mortality is 4x greater.  I think we need to figure out if we can estimate ""loss"" without regard to cause","Yes","No","Yes","YES","SINGLE","1","Yes","Depleted","Binomial","yes","Overholtzer-McLeod, KL","Post-settlement emigration affects mortality estimates for two Bahamian wrasses","CORAL REEFS","Understanding the dynamics of open marine populations is inherently complex, and this complexity has led to decades of debate regarding the relative importance of pre-versus post-settlement processes in structuring these populations. Movement between patches may be an important modifier of patterns established at settlement, yet local immigration and emigration have received less attention than other demographic rates. I examined loss rates from tagged populations of juvenile wrasses (yellowhead wrasse Halichoeres garnoti and bluehead wrasse Thalassoma bifasciatum) at two sites in the Bahamas. Assuming that all losses were due solely to mortality would have significantly underestimated survivorship of yellowhead wrasse by 29% and bluehead wrasse by 14%. On average, per capita mortality and emigration rates were higher for yellowhead than bluehead wrasse, but neither demographic rate differed between sites for either species. With respect to within-species density, bluehead wrasse mortality was density-dependent at the patch reef site, but mortality rates of yellowhead wrasse were consistently density-independent. Evaluating the effects of between-species density, yellowhead wrasse mortality increased with a decrease in bluehead wrasse density, but this effect was limited to the patch reef site. Emigration rates were not a function of either within-species or between-species density, but instead varied inversely with isolation distance. Numerous previous studies of coral-reef fish, conducted on patch reefs separated by only a few meters of sand and often using untagged fish, may have confounded losses due to emigration with those due to mortality. A better understanding of the factors affecting emigration in marine fishes is important to their effective management using spatial tools such as marine protected areas.","12",12,"JUN",2005,24,"2",283,291,"10.1007/s00338-005-0477-3",49,"Overholtzer-McLeod 2005",23.7668152,-76.094504,"Coral Reefs","unpaired",175,"DD","yes",NA,NA,NA,NA,NA,NA,"Exp",NA,"Labridae","Thalassoma_bifasciatum","planktivore",3.49,"reef","Bahamas","Caribbean","present",10,22.5,"mmTL",18,30
"90",185,0.00191919191919254,0.000399402185116391,0.0035050505050505,4.37793727837018e-06,228,"1999 - blue",335,"yes","fig 2a (within year, across site) data provided by Author","Yes","No","Yes","YES - we have data from Darren, so we used this rather than the data in the 2007 paper","SINGLE","1","Yes","Depleted","Binomial","yes","Johnson, DW","Density dependence in marine fish populations revealed at small and large spatial scales","ECOLOGY","Experimental manipulation of population density has frequently been used to demonstrate demographic density dependence. However, such studies are usually small scale and typically provide evidence of spatial (within-generation) density dependence. It is often unclear whether small-scale, experimental tests of spatial density dependence will accurately describe temporal (between-generation) density dependence required for population regulation. Understanding the mechanisms generating density dependence may provide a link between spatial experiments and temporal regulation of populations. In this study, I manipulated the density of recently settled kelp rockfish (Sebastes atrovirens) in both the presence and absence of predators to test for density-dependent mortality and whether predation was the mechanism responsible. I also examined mortality of rockfish cohorts within kelp beds throughout central California to evaluate temporal (between-generation) density dependence in mortality. Experiments suggested that short-term behavioral responses of predators and/or a shortage of prey refuges caused spatial density dependence. Temporal density dependence in mortality was also detected at larger spatial scales for several species of rockfish. It is likely that short-term responses of predators generated both spatial and temporal density dependence in mortality. Spatial experiments that describe the causal mechanisms generating density dependence may therefore be valuable in describing temporal density dependence and population regulation.","36",36,"FEB",2006,87,"2",319,325,"10.1890/04-1665",51,"Johnson 2006b",36.56,-121.9383333,"Ecology","unpaired",193,"DD","yes",NA,NA,NA,NA,NA,NA,"Exp",NA,"Sebastidae","Sebastes_atrovirens","carnivore",3.35,"kelp","California","Pacific","absent",10,30,"mmTL",24,365
"91",186,1e-15,NA,0.402285856565657,0.775529836927762,136,"1999 - KGB",335,"yes","fig 2b (within year, across site) data provided by Author","Yes","No","Yes","YES","SINGLE","3","Yes","Depleted","Binomial","yes","Johnson, DW","Density dependence in marine fish populations revealed at small and large spatial scales","ECOLOGY","Experimental manipulation of population density has frequently been used to demonstrate demographic density dependence. However, such studies are usually small scale and typically provide evidence of spatial (within-generation) density dependence. It is often unclear whether small-scale, experimental tests of spatial density dependence will accurately describe temporal (between-generation) density dependence required for population regulation. Understanding the mechanisms generating density dependence may provide a link between spatial experiments and temporal regulation of populations. In this study, I manipulated the density of recently settled kelp rockfish (Sebastes atrovirens) in both the presence and absence of predators to test for density-dependent mortality and whether predation was the mechanism responsible. I also examined mortality of rockfish cohorts within kelp beds throughout central California to evaluate temporal (between-generation) density dependence in mortality. Experiments suggested that short-term behavioral responses of predators and/or a shortage of prey refuges caused spatial density dependence. Temporal density dependence in mortality was also detected at larger spatial scales for several species of rockfish. It is likely that short-term responses of predators generated both spatial and temporal density dependence in mortality. Spatial experiments that describe the causal mechanisms generating density dependence may therefore be valuable in describing temporal density dependence and population regulation.","36",36,"FEB",2006,87,"2",319,325,"10.1890/04-1665",51,"Johnson 2006b",36.56,-121.9383333,"Ecology","unpaired",193,"DD","yes",NA,NA,NA,NA,NA,NA,"Exp",NA,"Sebastidae","Sebastes_atrovirens","carnivore",3.35,"kelp","California","Pacific","present",10,30,"mmTL",24,365
"92",187,1e-15,NA,0.0232323232323232,9.58792592329124e-05,229,"2000 - blue ",335,"yes","fig 2a (within year, across site) data provided by Author","Yes","No","Yes","YES - we have data from Darren, so we used this rather than the data in the 2007 paper","SINGLE","1","Yes","Depleted","Binomial","yes","Johnson, DW","Density dependence in marine fish populations revealed at small and large spatial scales","ECOLOGY","Experimental manipulation of population density has frequently been used to demonstrate demographic density dependence. However, such studies are usually small scale and typically provide evidence of spatial (within-generation) density dependence. It is often unclear whether small-scale, experimental tests of spatial density dependence will accurately describe temporal (between-generation) density dependence required for population regulation. Understanding the mechanisms generating density dependence may provide a link between spatial experiments and temporal regulation of populations. In this study, I manipulated the density of recently settled kelp rockfish (Sebastes atrovirens) in both the presence and absence of predators to test for density-dependent mortality and whether predation was the mechanism responsible. I also examined mortality of rockfish cohorts within kelp beds throughout central California to evaluate temporal (between-generation) density dependence in mortality. Experiments suggested that short-term behavioral responses of predators and/or a shortage of prey refuges caused spatial density dependence. Temporal density dependence in mortality was also detected at larger spatial scales for several species of rockfish. It is likely that short-term responses of predators generated both spatial and temporal density dependence in mortality. Spatial experiments that describe the causal mechanisms generating density dependence may therefore be valuable in describing temporal density dependence and population regulation.","36",36,"FEB",2006,87,"2",319,325,"10.1890/04-1665",51,"Johnson 2006b",36.56,-121.9383333,"Ecology","unpaired",193,"DD","yes",NA,NA,NA,NA,NA,NA,"Exp",NA,"Sebastidae","Sebastes_atrovirens","carnivore",3.35,"kelp","California","Pacific","absent",10,30,"mmTL",24,365
"93",188,0.00681818181818255,0.0013528138528138,0.00977777777777778,0.000171013174936335,137,"2000 - KGB",335,"yes","fig 2b (within year, across site) data provided by Author","Yes","No","Yes","YES","SINGLE","3","Yes","Depleted","Binomial","yes","Johnson, DW","Density dependence in marine fish populations revealed at small and large spatial scales","ECOLOGY","Experimental manipulation of population density has frequently been used to demonstrate demographic density dependence. However, such studies are usually small scale and typically provide evidence of spatial (within-generation) density dependence. It is often unclear whether small-scale, experimental tests of spatial density dependence will accurately describe temporal (between-generation) density dependence required for population regulation. Understanding the mechanisms generating density dependence may provide a link between spatial experiments and temporal regulation of populations. In this study, I manipulated the density of recently settled kelp rockfish (Sebastes atrovirens) in both the presence and absence of predators to test for density-dependent mortality and whether predation was the mechanism responsible. I also examined mortality of rockfish cohorts within kelp beds throughout central California to evaluate temporal (between-generation) density dependence in mortality. Experiments suggested that short-term behavioral responses of predators and/or a shortage of prey refuges caused spatial density dependence. Temporal density dependence in mortality was also detected at larger spatial scales for several species of rockfish. It is likely that short-term responses of predators generated both spatial and temporal density dependence in mortality. Spatial experiments that describe the causal mechanisms generating density dependence may therefore be valuable in describing temporal density dependence and population regulation.","36",36,"FEB",2006,87,"2",319,325,"10.1890/04-1665",51,"Johnson 2006b",36.56,-121.9383333,"Ecology","unpaired",193,"DD","yes",NA,NA,NA,NA,NA,NA,"Exp",NA,"Sebastidae","Sebastes_atrovirens","carnivore",3.35,"kelp","California","Pacific","present",10,30,"mmTL",24,365
"94",189,1e-15,NA,0.00490909090909091,9.04086967895608e-07,230,"2001 - blue",335,"yes","fig 2a (within year, across site) data provided by Author","Yes","No","Yes","YES - we have data from Darren, so we used this rather than the data in the 2007 paper","SINGLE","1","Yes","Depleted","Binomial","yes","Johnson, DW","Density dependence in marine fish populations revealed at small and large spatial scales","ECOLOGY","Experimental manipulation of population density has frequently been used to demonstrate demographic density dependence. However, such studies are usually small scale and typically provide evidence of spatial (within-generation) density dependence. It is often unclear whether small-scale, experimental tests of spatial density dependence will accurately describe temporal (between-generation) density dependence required for population regulation. Understanding the mechanisms generating density dependence may provide a link between spatial experiments and temporal regulation of populations. In this study, I manipulated the density of recently settled kelp rockfish (Sebastes atrovirens) in both the presence and absence of predators to test for density-dependent mortality and whether predation was the mechanism responsible. I also examined mortality of rockfish cohorts within kelp beds throughout central California to evaluate temporal (between-generation) density dependence in mortality. Experiments suggested that short-term behavioral responses of predators and/or a shortage of prey refuges caused spatial density dependence. Temporal density dependence in mortality was also detected at larger spatial scales for several species of rockfish. It is likely that short-term responses of predators generated both spatial and temporal density dependence in mortality. Spatial experiments that describe the causal mechanisms generating density dependence may therefore be valuable in describing temporal density dependence and population regulation.","36",36,"FEB",2006,87,"2",319,325,"10.1890/04-1665",51,"Johnson 2006b",36.56,-121.9383333,"Ecology","unpaired",193,"DD","yes",NA,NA,NA,NA,NA,NA,"Exp",NA,"Sebastidae","Sebastes_atrovirens","carnivore",3.35,"kelp","California","Pacific","absent",10,30,"mmTL",24,365
"95",190,0.00343434343434426,0.0020614306328591,0.0909081212121212,0.0134456807052402,138,"2001 - KGB",335,"yes","fig 2b (within year, across site) data provided by Author","Yes","No","Yes","YES","SINGLE","3","Yes","Depleted","Binomial","yes","Johnson, DW","Density dependence in marine fish populations revealed at small and large spatial scales","ECOLOGY","Experimental manipulation of population density has frequently been used to demonstrate demographic density dependence. However, such studies are usually small scale and typically provide evidence of spatial (within-generation) density dependence. It is often unclear whether small-scale, experimental tests of spatial density dependence will accurately describe temporal (between-generation) density dependence required for population regulation. Understanding the mechanisms generating density dependence may provide a link between spatial experiments and temporal regulation of populations. In this study, I manipulated the density of recently settled kelp rockfish (Sebastes atrovirens) in both the presence and absence of predators to test for density-dependent mortality and whether predation was the mechanism responsible. I also examined mortality of rockfish cohorts within kelp beds throughout central California to evaluate temporal (between-generation) density dependence in mortality. Experiments suggested that short-term behavioral responses of predators and/or a shortage of prey refuges caused spatial density dependence. Temporal density dependence in mortality was also detected at larger spatial scales for several species of rockfish. It is likely that short-term responses of predators generated both spatial and temporal density dependence in mortality. Spatial experiments that describe the causal mechanisms generating density dependence may therefore be valuable in describing temporal density dependence and population regulation.","36",36,"FEB",2006,87,"2",319,325,"10.1890/04-1665",51,"Johnson 2006b",36.56,-121.9383333,"Ecology","unpaired",193,"DD","yes",NA,NA,NA,NA,NA,NA,"Exp",NA,"Sebastidae","Sebastes_atrovirens","carnivore",3.35,"kelp","California","Pacific","present",10,30,"mmTL",24,365
"96",191,0.0105555555555556,0.000510204081632653,-0.00618181818181818,1.23915310769273e-06,231,"2002 - blue",335,"yes","fig 2a (within year, across site) data provided by Author","Yes","No","Yes","YES - we have data from Darren, so we used this rather than the data in the 2007 paper","SINGLE","1","Yes","Depleted","Binomial","yes","Johnson, DW","Density dependence in marine fish populations revealed at small and large spatial scales","ECOLOGY","Experimental manipulation of population density has frequently been used to demonstrate demographic density dependence. However, such studies are usually small scale and typically provide evidence of spatial (within-generation) density dependence. It is often unclear whether small-scale, experimental tests of spatial density dependence will accurately describe temporal (between-generation) density dependence required for population regulation. Understanding the mechanisms generating density dependence may provide a link between spatial experiments and temporal regulation of populations. In this study, I manipulated the density of recently settled kelp rockfish (Sebastes atrovirens) in both the presence and absence of predators to test for density-dependent mortality and whether predation was the mechanism responsible. I also examined mortality of rockfish cohorts within kelp beds throughout central California to evaluate temporal (between-generation) density dependence in mortality. Experiments suggested that short-term behavioral responses of predators and/or a shortage of prey refuges caused spatial density dependence. Temporal density dependence in mortality was also detected at larger spatial scales for several species of rockfish. It is likely that short-term responses of predators generated both spatial and temporal density dependence in mortality. Spatial experiments that describe the causal mechanisms generating density dependence may therefore be valuable in describing temporal density dependence and population regulation.","36",36,"FEB",2006,87,"2",319,325,"10.1890/04-1665",51,"Johnson 2006b",36.56,-121.9383333,"Ecology","unpaired",193,"DD","yes",NA,NA,NA,NA,NA,NA,"Exp",NA,"Sebastidae","Sebastes_atrovirens","carnivore",3.35,"kelp","California","Pacific","absent",10,30,"mmTL",24,365
"97",192,1e-15,NA,0.949494949494949,14.4653914863297,139,"2002 - KGB",335,"yes","fig 2b (within year, across site) data provided by Author","Yes","No","Yes","YES","SINGLE","3","Yes","Depleted","Binomial","yes","Johnson, DW","Density dependence in marine fish populations revealed at small and large spatial scales","ECOLOGY","Experimental manipulation of population density has frequently been used to demonstrate demographic density dependence. However, such studies are usually small scale and typically provide evidence of spatial (within-generation) density dependence. It is often unclear whether small-scale, experimental tests of spatial density dependence will accurately describe temporal (between-generation) density dependence required for population regulation. Understanding the mechanisms generating density dependence may provide a link between spatial experiments and temporal regulation of populations. In this study, I manipulated the density of recently settled kelp rockfish (Sebastes atrovirens) in both the presence and absence of predators to test for density-dependent mortality and whether predation was the mechanism responsible. I also examined mortality of rockfish cohorts within kelp beds throughout central California to evaluate temporal (between-generation) density dependence in mortality. Experiments suggested that short-term behavioral responses of predators and/or a shortage of prey refuges caused spatial density dependence. Temporal density dependence in mortality was also detected at larger spatial scales for several species of rockfish. It is likely that short-term responses of predators generated both spatial and temporal density dependence in mortality. Spatial experiments that describe the causal mechanisms generating density dependence may therefore be valuable in describing temporal density dependence and population regulation.","36",36,"FEB",2006,87,"2",319,325,"10.1890/04-1665",51,"Johnson 2006b",36.56,-121.9383333,"Ecology","unpaired",193,"DD","yes",NA,NA,NA,NA,NA,NA,"Exp",NA,"Sebastidae","Sebastes_atrovirens","carnivore",3.35,"kelp","California","Pacific","present",10,30,"mmTL",24,365
"98",193,0.00681818181818255,0.00115955473098326,7.68080808080808e-05,5.50581743288696e-09,140,"Pred -",335,"yes","Fig1  without preds","Yes","No","Yes","YES","SINGLE","1","Yes","Depleted","Binomial","yes","Johnson, DW","Density dependence in marine fish populations revealed at small and large spatial scales","ECOLOGY","Experimental manipulation of population density has frequently been used to demonstrate demographic density dependence. However, such studies are usually small scale and typically provide evidence of spatial (within-generation) density dependence. It is often unclear whether small-scale, experimental tests of spatial density dependence will accurately describe temporal (between-generation) density dependence required for population regulation. Understanding the mechanisms generating density dependence may provide a link between spatial experiments and temporal regulation of populations. In this study, I manipulated the density of recently settled kelp rockfish (Sebastes atrovirens) in both the presence and absence of predators to test for density-dependent mortality and whether predation was the mechanism responsible. I also examined mortality of rockfish cohorts within kelp beds throughout central California to evaluate temporal (between-generation) density dependence in mortality. Experiments suggested that short-term behavioral responses of predators and/or a shortage of prey refuges caused spatial density dependence. Temporal density dependence in mortality was also detected at larger spatial scales for several species of rockfish. It is likely that short-term responses of predators generated both spatial and temporal density dependence in mortality. Spatial experiments that describe the causal mechanisms generating density dependence may therefore be valuable in describing temporal density dependence and population regulation.","36",36,"FEB",2006,87,"2",319,325,"10.1890/04-1665",52,"Johnson 2006b",36.56,-121.9383333,"Ecology","paired",273,"DD","yes",NA,NA,NA,NA,NA,NA,"Exp",NA,"Sebastidae","Sebastes_atrovirens","carnivore",3.35,"kelp","California","Pacific","absent",10,30,"mmTL",24,27
"99",194,0.0026262626262635,NA,0.000910638484848485,2.04094538885316e-08,141,"Pred +",335,"yes","Fig1  with  preds","Yes","No","Yes","YES","SINGLE","1","Yes","Depleted","Binomial","yes","Johnson, DW","Density dependence in marine fish populations revealed at small and large spatial scales","ECOLOGY","Experimental manipulation of population density has frequently been used to demonstrate demographic density dependence. However, such studies are usually small scale and typically provide evidence of spatial (within-generation) density dependence. It is often unclear whether small-scale, experimental tests of spatial density dependence will accurately describe temporal (between-generation) density dependence required for population regulation. Understanding the mechanisms generating density dependence may provide a link between spatial experiments and temporal regulation of populations. In this study, I manipulated the density of recently settled kelp rockfish (Sebastes atrovirens) in both the presence and absence of predators to test for density-dependent mortality and whether predation was the mechanism responsible. I also examined mortality of rockfish cohorts within kelp beds throughout central California to evaluate temporal (between-generation) density dependence in mortality. Experiments suggested that short-term behavioral responses of predators and/or a shortage of prey refuges caused spatial density dependence. Temporal density dependence in mortality was also detected at larger spatial scales for several species of rockfish. It is likely that short-term responses of predators generated both spatial and temporal density dependence in mortality. Spatial experiments that describe the causal mechanisms generating density dependence may therefore be valuable in describing temporal density dependence and population regulation.","36",36,"FEB",2006,87,"2",319,325,"10.1890/04-1665",52,"Johnson 2006b",36.56,-121.9383333,"Ecology","paired",273,"DI","yes",NA,NA,NA,NA,NA,NA,"Exp",NA,"Sebastidae","Sebastes_atrovirens","carnivore",3.35,"kelp","California","Pacific","present",10,30,"mmTL",24,27
"100",197,1e-15,NA,0.00366618945454545,4.81221742072895e-07,142,"Figure 2b-50m spacing",342,"yes","Fig2B-50m","yes","no","Yes","YES","SINGLE","1","Yes","Depleted","Binomial","yes","Overholtzer-McLeod, KL","Consequences of patch reef spacing for density-dependent mortality of coral-reef fishes","ECOLOGY","The spatial configuration of habitat patches can profoundly affect a number of ecological interactions, including those between predators and prey. I examined the effects of reef spacing on predator-prey interactions within coral-reef fish assemblages in the Bahamas. Using manipulative field experiments, I determined that reef spacing influences whether and how density-dependent predation occurs. Mortality rates of juveniles of two ecologically dissimilar species (beaugregory damselfish and yellowhead wrasse) were similarly affected by reef spacing; for both species, mortality was density dependent on reef patches that were spatially isolated (separated by 50 m), and density independent on reef patches that were aggregated (separated by 5 m). A subsequent experiment with the damselfish demonstrated that a common resident predator (coney) caused a substantial proportion of the observed mortality, independent of reef spacing. Compared to isolated reefs, aggregated reefs were much more likely to be visited by transient predators (mostly yellowtail snappers), regardless of prey density, and on these reefs, mortality rates approached 100% for both prey species. Transient predators exhibited neither an aggregative response nor a type 3 functional response, and consequently were not the source of density dependence observed on the isolated reefs. These patterns suggest that resident predators caused density-dependent mortality in their prey through type 3 functional responses on all reefs, but on aggregated reefs, this density dependence was overwhelmed by high, density-independent mortality caused by transient predators. Thus, the spatial configuration of reef habitat affected both the magnitude of total predation and the existence of density-dependent mortality. The combined effects of the increasing fragmentation of coral reef habitats at numerous scales and global declines in predatory fish may have important consequences for the regulation of resident fish populations.","30",31,"APR",2006,87,"4",1017,1026,"10.1890/0012-9658(2006)87[1017:COPRSF]2.0.CO;2",53,"Overholtzer 2006",23.7668152,-76.094504,"Ecology","unpaired",197,"DD","yes",NA,NA,NA,NA,NA,NA,"Exp",NA,"Pomacentridae","Stegastes_leucostictus","herbivore",3.09,"reef","Bahamas","Caribbean","present",10,19.5,"mmTL",15.6,30
"101",198,0.0205050505050512,0.00793650793650783,0.00744418092929293,4.3858214677629e-06,143,"Figure 2b-5m spacing",342,"yes","Fig2B-5m","yes","no","Yes","YES","SINGLE","1","Yes","Depleted","Binomial","yes","Overholtzer-McLeod, KL","Consequences of patch reef spacing for density-dependent mortality of coral-reef fishes","ECOLOGY","The spatial configuration of habitat patches can profoundly affect a number of ecological interactions, including those between predators and prey. I examined the effects of reef spacing on predator-prey interactions within coral-reef fish assemblages in the Bahamas. Using manipulative field experiments, I determined that reef spacing influences whether and how density-dependent predation occurs. Mortality rates of juveniles of two ecologically dissimilar species (beaugregory damselfish and yellowhead wrasse) were similarly affected by reef spacing; for both species, mortality was density dependent on reef patches that were spatially isolated (separated by 50 m), and density independent on reef patches that were aggregated (separated by 5 m). A subsequent experiment with the damselfish demonstrated that a common resident predator (coney) caused a substantial proportion of the observed mortality, independent of reef spacing. Compared to isolated reefs, aggregated reefs were much more likely to be visited by transient predators (mostly yellowtail snappers), regardless of prey density, and on these reefs, mortality rates approached 100% for both prey species. Transient predators exhibited neither an aggregative response nor a type 3 functional response, and consequently were not the source of density dependence observed on the isolated reefs. These patterns suggest that resident predators caused density-dependent mortality in their prey through type 3 functional responses on all reefs, but on aggregated reefs, this density dependence was overwhelmed by high, density-independent mortality caused by transient predators. Thus, the spatial configuration of reef habitat affected both the magnitude of total predation and the existence of density-dependent mortality. The combined effects of the increasing fragmentation of coral reef habitats at numerous scales and global declines in predatory fish may have important consequences for the regulation of resident fish populations.","30",31,"APR",2006,87,"4",1017,1026,"10.1890/0012-9658(2006)87[1017:COPRSF]2.0.CO;2",53,"Overholtzer 2006",23.7668152,-76.094504,"Ecology","unpaired",198,"DI","yes",NA,NA,NA,NA,NA,NA,"Exp",NA,"Pomacentridae","Stegastes_leucostictus","herbivore",3.09,"reef","Bahamas","Caribbean","present",10,19.5,"mmTL",15.6,30
"102",209,1e-15,NA,0.00954545454545454,1.91891315223765e-07,145,"Fig 3",431,"no","Fig 3.  The data they have is for effects of older fish (1+) on survival of 1+ kelp bass, so not settlement-->recruitment .  We got data from White.","NO","Yes - actually a mix of age classes","Yes","YES","SINGLE","1","Yes","Depleted","Binomial","yes","White, JW; Caselle, JE","Scale-dependent changes in the importance of larval supply and habitat to abundance of a reef fish","ECOLOGY","While there is great interest in the degree to which local interactions scale-up to predict regional patterns of abundance, few studies in marine systems have simultaneously examined patterns of abundance at both the large scale (tens of kilometers) typical of larval movement and the small scale (meters) typical of post-settlement interactions. We addressed this gap by monitoring larval supply, adult survivorship, and giant kelp (Macrocystis pyrifera, a primary habitat-forming species) abundance for 13 populations of kelp bass (Paralabrax clathratus) spread over similar to 200 km in the Santa Barbara Channel, California, USA. At the small, within-site scale, both recruitment and adult survivorship of kelp bass were density-dependent and positively related to kelp abundance. At the larger, among-site scale, the spatial pattern of adult kelp bass abundance was predicted well by the pattern of kelp bass larval supply, but there was a consistent negative spatial relationship between kelp abundance and kelp bass larval supply despite the positive effects of kelp on kelp bass at the smaller spatial scale. This large-scale negative relationship was likely a product of a channel-wide spatial mismatch between oceanographic conditions that favor kelp survival and those that concentrate and distribute fish larvae. These results generally support the recruit adult hypothesis: kelp bass populations are limited by recruitment at low recruit densities but by density-dependent competition for food resources and/or predator refuges at high recruit densities. At the same time, spatial variation in kelp abundance produced substantial spatiotemporal heterogeneity in kelp bass demographics, which argues for a multispecies, metacommunity approach to predicting kelp bass dynamics.","39",39,"MAY",2008,89,"5",1323,1333,"10.1890/07-0840.1",57,"White and Caselle 2008 Ecology",33.9657951,-120.0918971,"Ecology","unpaired",209,"DD & IDD","",NA,NA,NA,NA,NA,NA,"Obs",NA,"Serranidae","Paralabrax_clathratus","planktivore",NA,"kelp","California","Pacific","present",365,10,"mmSL",10,362.1875
"103",212,1e-15,NA,0.12959595959596,0.00160346507749105,148,"Simulataneous compet",10006,"yes","Fig2f (circle and square)-only 2 ttts (i.e., absent vs day 0)","Yes","No","Yes","YES","SINGLE","1","Yes","Depleted","Binomial","yes","Geange, Shane W.; Stier, Adrian C.","Order of arrival affects competition in two reef fishes","ECOLOGY","Order of arrival affects competition in two reef fishes","ECOLOGY",NA,"",2009,90,"10",2868,2878,"10.1890/08-0630.1",58,"Geange and Stier 2009",-17.5,-149.8333333,"Ecology","unpaired",212,"DD","",NA,NA,NA,NA,NA,NA,"Exp",NA,"Labridae","Thalassoma_hardwicke","carnivore",3.5,"reef","Moorea","Pacific","present",7,10,"mmSL",10,7
"104",214,0.136363636363637,0.034786641929499,0.0525245151515152,0.000774478437034242,151,"low-complexity-simultaneous",10007,"yes","Fig 1.  Data from authors.  We could compare survival of controls with 0-day additions (two density ttts): circle vs. diamond, for eacho f two habitat complexities.  Need to make sure we get densities correct.","Yes","no","Yes","YES","SINGLE","1","Yes","Depleted","Binomial","yes","Geange, Shane Wallace; Stier, Adrian C.","Priority effects and habitat complexity affect the strength of competition","OECOLOGIA","Priority effects and habitat complexity affect the strength of competition","OECOLOGIA",NA,"",2010,163,"1",111,118,"10.1007/s00442-009-1554-z",60,"Geange and Stier 2010",-17.5,-149.8333333,"Oecologia","unpaired",214,NA,"",NA,NA,NA,NA,NA,NA,"Exp",NA,"Labridae","Thalassoma_quinquevittatum","carnivore",NA,"reef","Moorea","Pacific","present",7,25,"mmSL",25,5
