study_num,substudy_num,genus_species,n0_m2,nt_m2,t,Area/Plotna(m2),No.naPlots/point,Othernafactornaadjustment,pdf num-Alex,Notes
4,9,Pseudolabrus celidotus,0.012401665,0.003303543,365,500,5,1,10008,good
13,49,Brachyistius,0.01001925,0.07199325,365,480,1,1,10001,"Transects were located at Bottom (8) , mid-water column (6-8) and canopy (6-8; number of trasects).  Anderson expressed densities per 120m3 (the volume of a single transect). Since this is the mean of all transects, we will take mean density(volume) x 3 (ignoring the slight variation in n. transects) and then divide by 60 (the basal area).  However, reef depth is not indicated.  From the text, CWO surmised that the reefs were ~6-12m in depth, so the transects covered 100% to 50% of the water column.  If we assume the counts are incomplete, then we should scale up densities by 1.5x.  This means that we should take Anderson's densities(volume) and  x 3 transects divide by 60m2 per transect and x 1.5 (i.e. divide by 20).   "
4,9,Pseudolabrus celidotus,0.007878073,0.00555546,365,500,5,1,10008,good
4,9,Pseudolabrus celidotus,0.007153029,0.00236532,365,500,5,1,10008,good
13,49,Brachyistius,0.00500955,0.054519,365,480,1,1,10001,"Transects were located at Bottom (8) , mid-water column (6-8) and canopy (6-8; number of trasects).  Anderson expressed densities per 120m3 (the volume of a single transect). Since this is the mean of all transects, we will take mean density(volume) x 3 (ignoring the slight variation in n. transects) and then divide by 60 (the basal area).  However, reef depth is not indicated.  From the text, CWO surmised that the reefs were ~6-12m in depth, so the transects covered 100% to 50% of the water column.  If we assume the counts are incomplete, then we should scale up densities by 1.5x.  This means that we should take Anderson's densities(volume) and  x 3 transects divide by 60m2 per transect and x 1.5 (i.e. divide by 20).   "
13,49,Brachyistius,0.00500955,0.0810825,365,480,1,1,10001,"Transects were located at Bottom (8) , mid-water column (6-8) and canopy (6-8; number of trasects).  Anderson expressed densities per 120m3 (the volume of a single transect). Since this is the mean of all transects, we will take mean density(volume) x 3 (ignoring the slight variation in n. transects) and then divide by 60 (the basal area).  However, reef depth is not indicated.  From the text, CWO surmised that the reefs were ~6-12m in depth, so the transects covered 100% to 50% of the water column.  If we assume the counts are incomplete, then we should scale up densities by 1.5x.  This means that we should take Anderson's densities(volume) and  x 3 transects divide by 60m2 per transect and x 1.5 (i.e. divide by 20).   "
4,9,Pseudolabrus celidotus,0.003931244,0.000754884,365,500,5,1,10008,good
4,9,Pseudolabrus celidotus,0.003893498,0.004168118,365,500,5,1,10008,good
4,9,Pseudolabrus celidotus,0.003893498,0.002305367,365,500,5,1,10008,good
4,9,Pseudolabrus celidotus,0.002019403,0.001195702,365,500,5,1,10008,good
57,209,Paralabrax clathratus ,0.053205833,0.0326395,364,1440,1,1,431,"These are for older fish; duration varied -- mean was 362 days, but I've entered each duration for each observation.  I'm unsure if our estimation procedure allows that, but I think so.  Mean density is based on 24, 30x2m2 transects per site."
57,209,Paralabrax clathratus ,0.14514,0.070832833,363,1440,1,1,431,"These are for older fish; duration varied -- mean was 362 days, but I've entered each duration for each observation.  I'm unsure if our estimation procedure allows that, but I think so.  Mean density is based on 24, 30x2m2 transects per site."
57,209,Paralabrax clathratus ,0.1263895,0.069445,363,1440,1,1,431,"These are for older fish; duration varied -- mean was 362 days, but I've entered each duration for each observation.  I'm unsure if our estimation procedure allows that, but I think so.  Mean density is based on 24, 30x2m2 transects per site."
57,209,Paralabrax clathratus ,0.080555,0.048666667,363,1440,1,1,431,"These are for older fish; duration varied -- mean was 362 days, but I've entered each duration for each observation.  I'm unsure if our estimation procedure allows that, but I think so.  Mean density is based on 24, 30x2m2 transects per site."
57,209,Paralabrax clathratus ,0.014583283,0.040277783,362,1440,1,1,431,"These are for older fish; duration varied -- mean was 362 days, but I've entered each duration for each observation.  I'm unsure if our estimation procedure allows that, but I think so.  Mean density is based on 24, 30x2m2 transects per site."
57,209,Paralabrax clathratus ,0.086806667,0.006122467,356,1440,1,1,431,"These are for older fish; duration varied -- mean was 362 days, but I've entered each duration for each observation.  I'm unsure if our estimation procedure allows that, but I think so.  Mean density is based on 24, 30x2m2 transects per site."
57,209,Paralabrax clathratus ,0.073610667,0.0444445,356,1440,1,1,431,"These are for older fish; duration varied -- mean was 362 days, but I've entered each duration for each observation.  I'm unsure if our estimation procedure allows that, but I think so.  Mean density is based on 24, 30x2m2 transects per site."
57,209,Paralabrax clathratus ,0.03680495,0.039103333,356,1440,1,1,431,"These are for older fish; duration varied -- mean was 362 days, but I've entered each duration for each observation.  I'm unsure if our estimation procedure allows that, but I think so.  Mean density is based on 24, 30x2m2 transects per site."
57,209,Paralabrax clathratus ,0.045833333,0.018888833,349,1440,1,1,431,"These are for older fish; duration varied -- mean was 362 days, but I've entered each duration for each observation.  I'm unsure if our estimation procedure allows that, but I think so.  Mean density is based on 24, 30x2m2 transects per site."
57,209,Paralabrax clathratus ,0.027083333,0.019444333,345,1440,1,1,431,"These are for older fish; duration varied -- mean was 362 days, but I've entered each duration for each observation.  I'm unsure if our estimation procedure allows that, but I think so.  Mean density is based on 24, 30x2m2 transects per site."
57,209,Paralabrax clathratus ,0.026388333,0.01875,345,1440,1,1,431,"These are for older fish; duration varied -- mean was 362 days, but I've entered each duration for each observation.  I'm unsure if our estimation procedure allows that, but I think so.  Mean density is based on 24, 30x2m2 transects per site."
57,209,Paralabrax clathratus ,0.103331667,0.0738095,342,1440,1,1,431,"These are for older fish; duration varied -- mean was 362 days, but I've entered each duration for each observation.  I'm unsure if our estimation procedure allows that, but I think so.  Mean density is based on 24, 30x2m2 transects per site."
57,209,Paralabrax clathratus ,0.0500005,0.0762825,342,1440,1,1,431,"These are for older fish; duration varied -- mean was 362 days, but I've entered each duration for each observation.  I'm unsure if our estimation procedure allows that, but I think so.  Mean density is based on 24, 30x2m2 transects per site."
57,209,Paralabrax clathratus ,0.107692167,0.0875,338,1440,1,1,431,"These are for older fish; duration varied -- mean was 362 days, but I've entered each duration for each observation.  I'm unsure if our estimation procedure allows that, but I think so.  Mean density is based on 24, 30x2m2 transects per site."
57,209,Paralabrax clathratus ,0.105208333,0.080555,338,1440,1,1,431,"These are for older fish; duration varied -- mean was 362 days, but I've entered each duration for each observation.  I'm unsure if our estimation procedure allows that, but I think so.  Mean density is based on 24, 30x2m2 transects per site."
57,209,Paralabrax clathratus ,0.241665,0.15,337,1440,1,1,431,"These are for older fish; duration varied -- mean was 362 days, but I've entered each duration for each observation.  I'm unsure if our estimation procedure allows that, but I think so.  Mean density is based on 24, 30x2m2 transects per site."
57,209,Paralabrax clathratus ,0.029166117,0.014583283,331,1440,1,1,431,"These are for older fish; duration varied -- mean was 362 days, but I've entered each duration for each observation.  I'm unsure if our estimation procedure allows that, but I think so.  Mean density is based on 24, 30x2m2 transects per site."
57,209,Paralabrax clathratus ,0.090277833,0.041666667,327,1440,1,1,431,"These are for older fish; duration varied -- mean was 362 days, but I've entered each duration for each observation.  I'm unsure if our estimation procedure allows that, but I think so.  Mean density is based on 24, 30x2m2 transects per site."
9,27,Dascyllus aruanus,111.1111111,83.0952381,300,0.127,12,1,10005,"Scu= 0.034m3,, so assuming sphere they are .201=radius; or .127m2."
9,28,Dascyllus aruanus,111.1111111,62.22222222,300,0.127,12,1,10005,"Scu= 0.034m3,, so assuming sphere they are .201=radius; or .127m2."
9,27,Dascyllus aruanus,55.55555556,42.14285714,300,0.127,12,1,10005,"Scu= 0.034m3,, so assuming sphere they are .201=radius; or .127m2."
9,28,Dascyllus aruanus,55.55555556,39.92063492,300,0.127,12,1,10005,"Scu= 0.034m3,, so assuming sphere they are .201=radius; or .127m2."
9,27,Dascyllus aruanus,15.87301587,13.96825397,300,0.127,12,1,10005,"Scu= 0.034m3,, so assuming sphere they are .201=radius; or .127m2."
9,28,Dascyllus aruanus,15.87301587,12.53968254,300,0.127,12,1,10005,"Scu= 0.034m3,, so assuming sphere they are .201=radius; or .127m2."
78,274,Diplodus sargus,8.997229608,1.564206125,249,NA,NA,1,889,"not per m2, so not used; not QAQCed"
78,274,Diplodus sargus,4.086176453,0.356802176,249,NA,NA,1,889,"not per m2, so not used; not QAQCed"
78,274,Diplodus sargus,1.161585923,0.140194029,249,NA,NA,1,889,"not per m2, so not used; not QAQCed"
78,274,Diplodus sargus,1.04589921,1.071167624,249,NA,NA,1,889,"not per m2, so not used; not QAQCed"
78,274,Diplodus sargus,0.53124556,-0.056473382,249,NA,NA,1,889,"not per m2, so not used; not QAQCed"
78,274,Diplodus sargus,0.484666437,0.438391752,249,NA,NA,1,889,"not per m2, so not used; not QAQCed"
1,1,Epinephelus salmoides,177.7777778,148.6111111,240,1.44,1,1,10016,"cages were 1.2 x 1.2 x 1.65 m3; densities were 32/cage, 64, 128, 192, 256.  No reps.  These densities are not calculated correctly: there are no./cage/1.65 (but this only works if it's no./m3).  We should take 32…256 and divide by 1.44m2.  These values have been corrected based on the counts in Figure 3."
1,1,Epinephelus salmoides,133.3333333,113.8888889,240,1.44,1,1,10016,"cages were 1.2 x 1.2 x 1.65 m3; densities were 32/cage, 64, 128, 192, 256.  No reps.  These densities are not calculated correctly: there are no./cage/1.65 (but this only works if it's no./m3).  We should take 32…256 and divide by 1.44m2.  These values have been corrected based on the counts in Figure 3."
6,15,Dascyllus aruanus,128,118.4,240,0.1257,5,1,10010,good
6,16,Dascyllus aruanus,128,99.12,240,0.1257,5,1,10010,good
1,1,Epinephelus salmoides,88.88888889,83.33333333,240,1.44,1,1,10016,"cages were 1.2 x 1.2 x 1.65 m3; densities were 32/cage, 64, 128, 192, 256.  No reps.  These densities are not calculated correctly: there are no./cage/1.65 (but this only works if it's no./m3).  We should take 32…256 and divide by 1.44m2.  These values have been corrected based on the counts in Figure 3."
6,15,Dascyllus aruanus,64,57.6,240,0.1257,5,1,10010,good
6,16,Dascyllus aruanus,64,52.8,240,0.1257,5,1,10010,good
1,1,Epinephelus salmoides,44.44444444,42.36111111,240,1.44,1,1,10016,"cages were 1.2 x 1.2 x 1.65 m3; densities were 32/cage, 64, 128, 192, 256.  No reps.  These densities are not calculated correctly: there are no./cage/1.65 (but this only works if it's no./m3).  We should take 32…256 and divide by 1.44m2.  These values have been corrected based on the counts in Figure 3."
6,15,Dascyllus aruanus,32,32,240,0.1257,5,1,10010,good
6,16,Dascyllus aruanus,32,32,240,0.1257,5,1,10010,good
1,1,Epinephelus salmoides,22.22222222,19.44444444,240,1.44,1,1,10016,"cages were 1.2 x 1.2 x 1.65 m3; densities were 32/cage, 64, 128, 192, 256.  No reps.  These densities are not calculated correctly: there are no./cage/1.65 (but this only works if it's no./m3).  We should take 32…256 and divide by 1.44m2.  These values have been corrected based on the counts in Figure 3."
28,87,Dascyllus trimaculatus,3154,85.4,180,0.05,2,1,137,good
28,87,Dascyllus trimaculatus,1345,88.7,180,0.05,4,1,137,good
28,87,Dascyllus trimaculatus,730,89.1,180,0.05,5,1,137,good
28,87,Dascyllus trimaculatus,500,83.2,180,0.05,6,1,137,good
28,87,Dascyllus trimaculatus,264.6,66.2,180,0.05,14,1,137,good
28,87,Dascyllus trimaculatus,134.8,39.6,180,0.05,12,1,137,good
35,105,Five families of prey,98.408,34.21252528,180,36,1,1,175,"duration was 6 mo (not 7, as first recorded); 5 families; no recruitment during that time window.  Prey are fish <5cm, so it's unclear if fish grew out of the 'prey' class during the 6 months. For Patch Reefs, I used the midpoint of reef lengths to get area sampled (this is a crude estimate, as reef lengths varied from 6 -18m)."
28,87,Dascyllus trimaculatus,71,27.2,180,0.05,12,1,137,good
35,105,Five families of prey,62.284,13.44586992,180,36,1,1,175,"duration was 6 mo (not 7, as first recorded); 5 families; no recruitment during that time window.  Prey are fish <5cm, so it's unclear if fish grew out of the 'prey' class during the 6 months. For Patch Reefs, I used the midpoint of reef lengths to get area sampled (this is a crude estimate, as reef lengths varied from 6 -18m)."
28,87,Dascyllus trimaculatus,44.9,25.3,180,0.05,8,1,137,good
35,105,Five families of prey,37.993,14.7108896,180,36,1,1,175,"duration was 6 mo (not 7, as first recorded); 5 families; no recruitment during that time window.  Prey are fish <5cm, so it's unclear if fish grew out of the 'prey' class during the 6 months. For Patch Reefs, I used the midpoint of reef lengths to get area sampled (this is a crude estimate, as reef lengths varied from 6 -18m)."
35,105,Five families of prey,34.879,14.53931115,180,36,1,1,175,"duration was 6 mo (not 7, as first recorded); 5 families; no recruitment during that time window.  Prey are fish <5cm, so it's unclear if fish grew out of the 'prey' class during the 6 months. For Patch Reefs, I used the midpoint of reef lengths to get area sampled (this is a crude estimate, as reef lengths varied from 6 -18m)."
35,105,Five families of prey,31.972,13.95961464,180,36,1,1,175,"duration was 6 mo (not 7, as first recorded); 5 families; no recruitment during that time window.  Prey are fish <5cm, so it's unclear if fish grew out of the 'prey' class during the 6 months. For Patch Reefs, I used the midpoint of reef lengths to get area sampled (this is a crude estimate, as reef lengths varied from 6 -18m)."
28,87,Dascyllus trimaculatus,29.5,23.5,180,0.05,8,1,137,good
35,105,Five families of prey,28.028,9.928919,180,36,1,1,175,"duration was 6 mo (not 7, as first recorded); 5 families; no recruitment during that time window.  Prey are fish <5cm, so it's unclear if fish grew out of the 'prey' class during the 6 months. For Patch Reefs, I used the midpoint of reef lengths to get area sampled (this is a crude estimate, as reef lengths varied from 6 -18m)."
35,105,Five families of prey,24.498,7.9520508,180,36,1,1,175,"duration was 6 mo (not 7, as first recorded); 5 families; no recruitment during that time window.  Prey are fish <5cm, so it's unclear if fish grew out of the 'prey' class during the 6 months. For Patch Reefs, I used the midpoint of reef lengths to get area sampled (this is a crude estimate, as reef lengths varied from 6 -18m)."
35,105,Five families of prey,22.215,10.7240691,180,36,1,1,175,"duration was 6 mo (not 7, as first recorded); 5 families; no recruitment during that time window.  Prey are fish <5cm, so it's unclear if fish grew out of the 'prey' class during the 6 months. For Patch Reefs, I used the midpoint of reef lengths to get area sampled (this is a crude estimate, as reef lengths varied from 6 -18m)."
28,87,Dascyllus trimaculatus,20.1,13.1,180,0.05,3,1,137,good
35,105,Five families of prey,19.1,13.24776,180,36,1,1,175,"duration was 6 mo (not 7, as first recorded); 5 families; no recruitment during that time window.  Prey are fish <5cm, so it's unclear if fish grew out of the 'prey' class during the 6 months. For Patch Reefs, I used the midpoint of reef lengths to get area sampled (this is a crude estimate, as reef lengths varied from 6 -18m)."
35,105,Five families of prey,18.685,13.4524526,180,36,1,1,175,"duration was 6 mo (not 7, as first recorded); 5 families; no recruitment during that time window.  Prey are fish <5cm, so it's unclear if fish grew out of the 'prey' class during the 6 months. For Patch Reefs, I used the midpoint of reef lengths to get area sampled (this is a crude estimate, as reef lengths varied from 6 -18m)."
35,105,Five families of prey,17.647,11.71672565,180,36,1,1,175,"duration was 6 mo (not 7, as first recorded); 5 families; no recruitment during that time window.  Prey are fish <5cm, so it's unclear if fish grew out of the 'prey' class during the 6 months. For Patch Reefs, I used the midpoint of reef lengths to get area sampled (this is a crude estimate, as reef lengths varied from 6 -18m)."
28,87,Dascyllus trimaculatus,17.5,8.28,180,0.05,63,1,137,good
35,105,Five families of prey,15.986,8.87574692,180,36,1,1,175,"duration was 6 mo (not 7, as first recorded); 5 families; no recruitment during that time window.  Prey are fish <5cm, so it's unclear if fish grew out of the 'prey' class during the 6 months. For Patch Reefs, I used the midpoint of reef lengths to get area sampled (this is a crude estimate, as reef lengths varied from 6 -18m)."
35,105,Five families of prey,15.571,9.00455359,180,36,1,1,175,"duration was 6 mo (not 7, as first recorded); 5 families; no recruitment during that time window.  Prey are fish <5cm, so it's unclear if fish grew out of the 'prey' class during the 6 months. For Patch Reefs, I used the midpoint of reef lengths to get area sampled (this is a crude estimate, as reef lengths varied from 6 -18m)."
35,105,Five families of prey,14.948,7.85622036,180,36,1,1,175,"duration was 6 mo (not 7, as first recorded); 5 families; no recruitment during that time window.  Prey are fish <5cm, so it's unclear if fish grew out of the 'prey' class during the 6 months. For Patch Reefs, I used the midpoint of reef lengths to get area sampled (this is a crude estimate, as reef lengths varied from 6 -18m)."
35,105,Five families of prey,14.325,9.18074925,180,36,1,1,175,"duration was 6 mo (not 7, as first recorded); 5 families; no recruitment during that time window.  Prey are fish <5cm, so it's unclear if fish grew out of the 'prey' class during the 6 months. For Patch Reefs, I used the midpoint of reef lengths to get area sampled (this is a crude estimate, as reef lengths varied from 6 -18m)."
35,105,Five families of prey,13.08,7.7364276,180,36,1,1,175,"duration was 6 mo (not 7, as first recorded); 5 families; no recruitment during that time window.  Prey are fish <5cm, so it's unclear if fish grew out of the 'prey' class during the 6 months. For Patch Reefs, I used the midpoint of reef lengths to get area sampled (this is a crude estimate, as reef lengths varied from 6 -18m)."
35,106,Five families of prey,12.042,4.90073274,180,450,1,1,175,"duration was 6 mo (not 7, as first recorded); 5 families; no recruitment during that time window.  Prey are fish <5cm, so it's unclear if fish grew out of the 'prey' class during the 6 months. For Continguous Reefs, densities are based on 5 xsects each 3x30m2 = 450m16"
35,105,Five families of prey,11.626,7.60410156,180,36,1,1,175,"duration was 6 mo (not 7, as first recorded); 5 families; no recruitment during that time window.  Prey are fish <5cm, so it's unclear if fish grew out of the 'prey' class during the 6 months. For Patch Reefs, I used the midpoint of reef lengths to get area sampled (this is a crude estimate, as reef lengths varied from 6 -18m)."
35,105,Five families of prey,10.381,6.41358942,180,36,1,1,175,"duration was 6 mo (not 7, as first recorded); 5 families; no recruitment during that time window.  Prey are fish <5cm, so it's unclear if fish grew out of the 'prey' class during the 6 months. For Patch Reefs, I used the midpoint of reef lengths to get area sampled (this is a crude estimate, as reef lengths varied from 6 -18m)."
35,106,Five families of prey,6.8512,5.564613152,180,450,1,1,175,"duration was 6 mo (not 7, as first recorded); 5 families; no recruitment during that time window.  Prey are fish <5cm, so it's unclear if fish grew out of the 'prey' class during the 6 months. For Continguous Reefs, densities are based on 5 xsects each 3x30m2 = 450m15"
35,106,Five families of prey,5.8131,5.583273278,180,450,1,1,175,"duration was 6 mo (not 7, as first recorded); 5 families; no recruitment during that time window.  Prey are fish <5cm, so it's unclear if fish grew out of the 'prey' class during the 6 months. For Continguous Reefs, densities are based on 5 xsects each 3x30m2 = 450m11"
35,106,Five families of prey,5.8131,3.936224403,180,450,1,1,175,"duration was 6 mo (not 7, as first recorded); 5 families; no recruitment during that time window.  Prey are fish <5cm, so it's unclear if fish grew out of the 'prey' class during the 6 months. For Continguous Reefs, densities are based on 5 xsects each 3x30m2 = 450m12"
35,106,Five families of prey,5.8131,2.997757539,180,450,1,1,175,"duration was 6 mo (not 7, as first recorded); 5 families; no recruitment during that time window.  Prey are fish <5cm, so it's unclear if fish grew out of the 'prey' class during the 6 months. For Continguous Reefs, densities are based on 5 xsects each 3x30m2 = 450m13"
35,106,Five families of prey,5.8131,2.001857247,180,450,1,1,175,"duration was 6 mo (not 7, as first recorded); 5 families; no recruitment during that time window.  Prey are fish <5cm, so it's unclear if fish grew out of the 'prey' class during the 6 months. For Continguous Reefs, densities are based on 5 xsects each 3x30m2 = 450m14"
35,106,Five families of prey,5.6055,2.57673624,180,450,1,1,175,"duration was 6 mo (not 7, as first recorded); 5 families; no recruitment during that time window.  Prey are fish <5cm, so it's unclear if fish grew out of the 'prey' class during the 6 months. For Continguous Reefs, densities are based on 5 xsects each 3x30m2 = 450m10"
35,106,Five families of prey,5.1903,3.189595059,180,450,1,1,175,"duration was 6 mo (not 7, as first recorded); 5 families; no recruitment during that time window.  Prey are fish <5cm, so it's unclear if fish grew out of the 'prey' class during the 6 months. For Continguous Reefs, densities are based on 5 xsects each 3x30m2 = 450m7"
35,106,Five families of prey,5.1903,2.762070048,180,450,1,1,175,"duration was 6 mo (not 7, as first recorded); 5 families; no recruitment during that time window.  Prey are fish <5cm, so it's unclear if fish grew out of the 'prey' class during the 6 months. For Continguous Reefs, densities are based on 5 xsects each 3x30m2 = 450m8"
35,106,Five families of prey,5.1903,2.591101566,180,450,1,1,175,"duration was 6 mo (not 7, as first recorded); 5 families; no recruitment during that time window.  Prey are fish <5cm, so it's unclear if fish grew out of the 'prey' class during the 6 months. For Continguous Reefs, densities are based on 5 xsects each 3x30m2 = 450m9"
35,106,Five families of prey,4.1522,2.319086744,180,450,1,1,175,"duration was 6 mo (not 7, as first recorded); 5 families; no recruitment during that time window.  Prey are fish <5cm, so it's unclear if fish grew out of the 'prey' class during the 6 months. For Continguous Reefs, densities are based on 5 xsects each 3x30m2 = 450m5"
35,106,Five families of prey,4.1522,1.826594302,180,450,1,1,175,"duration was 6 mo (not 7, as first recorded); 5 families; no recruitment during that time window.  Prey are fish <5cm, so it's unclear if fish grew out of the 'prey' class during the 6 months. For Continguous Reefs, densities are based on 5 xsects each 3x30m2 = 450m6"
35,106,Five families of prey,3.9446,2.13817043,180,450,1,1,175,"duration was 6 mo (not 7, as first recorded); 5 families; no recruitment during that time window.  Prey are fish <5cm, so it's unclear if fish grew out of the 'prey' class during the 6 months. For Continguous Reefs, densities are based on 5 xsects each 3x30m2 = 450m4"
35,106,Five families of prey,3.1142,2.088195668,180,450,1,1,175,"duration was 6 mo (not 7, as first recorded); 5 families; no recruitment during that time window.  Prey are fish <5cm, so it's unclear if fish grew out of the 'prey' class during the 6 months. For Continguous Reefs, densities are based on 5 xsects each 3x30m2 = 450m3"
35,106,Five families of prey,1.6609,1.343518619,180,450,1,1,175,"duration was 6 mo (not 7, as first recorded); 5 families; no recruitment during that time window.  Prey are fish <5cm, so it's unclear if fish grew out of the 'prey' class during the 6 months. For Continguous Reefs, densities are based on 5 xsects each 3x30m2 = 450m2"
19,63,Sagamia geneionema,1.80756,0.39722,165,25,1,1,85,"Their K values reduced to basing mortality rate on counts at t0 and t(end).   On each date, they  sampled 5, 5m2 transects/patch.  "
19,62,Sagamia geneionema,1.7664,1.33056,165,25,1,1,85,"Their K values reduced to basing mortality rate on counts at t0 and t(end).   On each date, they  sampled 5, 5m2 transects/patch.  "
19,62,Sagamia geneionema,1.5648,1.03862,165,25,1,1,85,"Their K values reduced to basing mortality rate on counts at t0 and t(end).   On each date, they  sampled 5, 5m2 transects/patch.  "
19,62,Sagamia geneionema,1.4784,1.04424,165,25,1,1,85,"Their K values reduced to basing mortality rate on counts at t0 and t(end).   On each date, they  sampled 5, 5m2 transects/patch.  "
19,63,Sagamia geneionema,1.40618,0.27414,165,25,1,1,85,"Their K values reduced to basing mortality rate on counts at t0 and t(end).   On each date, they  sampled 5, 5m2 transects/patch.  "
19,62,Sagamia geneionema,1.2432,0.88142,165,25,1,1,85,"Their K values reduced to basing mortality rate on counts at t0 and t(end).   On each date, they  sampled 5, 5m2 transects/patch.  "
19,61,Sagamia geneionema,1.15876,0.3512,165,25,1,1,85,"Their K values reduced to basing mortality rate on counts at t0 and t(end).   On each date, they  sampled 5, 5m2 transects/patch.  "
19,61,Sagamia geneionema,1.07904,0.3512,165,25,1,1,85,"Their K values reduced to basing mortality rate on counts at t0 and t(end).   On each date, they  sampled 5, 5m2 transects/patch.  "
19,63,Sagamia geneionema,1.0433,0.3133,165,25,1,1,85,"Their K values reduced to basing mortality rate on counts at t0 and t(end).   On each date, they  sampled 5, 5m2 transects/patch.  "
19,63,Sagamia geneionema,0.99932,0.26854,165,25,1,1,85,"Their K values reduced to basing mortality rate on counts at t0 and t(end).   On each date, they  sampled 5, 5m2 transects/patch.  "
19,62,Sagamia geneionema,0.96,0.713,165,25,1,1,85,"Their K values reduced to basing mortality rate on counts at t0 and t(end).   On each date, they  sampled 5, 5m2 transects/patch.  "
19,61,Sagamia geneionema,0.95808,0.35676,165,25,1,1,85,"Their K values reduced to basing mortality rate on counts at t0 and t(end).   On each date, they  sampled 5, 5m2 transects/patch.  "
19,61,Sagamia geneionema,0.91958,0.43482,165,25,1,1,85,"Their K values reduced to basing mortality rate on counts at t0 and t(end).   On each date, they  sampled 5, 5m2 transects/patch.  "
19,62,Sagamia geneionema,0.8736,0.60072,165,25,1,1,85,"Their K values reduced to basing mortality rate on counts at t0 and t(end).   On each date, they  sampled 5, 5m2 transects/patch.  "
19,63,Sagamia geneionema,0.80138,0.27972,165,25,1,1,85,"Their K values reduced to basing mortality rate on counts at t0 and t(end).   On each date, they  sampled 5, 5m2 transects/patch.  "
19,61,Sagamia geneionema,0.79588,0.42924,165,25,1,1,85,"Their K values reduced to basing mortality rate on counts at t0 and t(end).   On each date, they  sampled 5, 5m2 transects/patch.  "
19,62,Sagamia geneionema,0.7584,0.5165,165,25,1,1,85,"Their K values reduced to basing mortality rate on counts at t0 and t(end).   On each date, they  sampled 5, 5m2 transects/patch.  "
19,61,Sagamia geneionema,0.75738,0.31218,165,25,1,1,85,"Their K values reduced to basing mortality rate on counts at t0 and t(end).   On each date, they  sampled 5, 5m2 transects/patch.  "
19,63,Sagamia geneionema,0.7244,0.35246,165,25,1,1,85,"Their K values reduced to basing mortality rate on counts at t0 and t(end).   On each date, they  sampled 5, 5m2 transects/patch.  "
19,61,Sagamia geneionema,0.67766,0.39022,165,25,1,1,85,"Their K values reduced to basing mortality rate on counts at t0 and t(end).   On each date, they  sampled 5, 5m2 transects/patch.  "
19,63,Sagamia geneionema,0.64192,0.3133,165,25,1,1,85,"Their K values reduced to basing mortality rate on counts at t0 and t(end).   On each date, they  sampled 5, 5m2 transects/patch.  "
19,62,Sagamia geneionema,0.6048,0.4379,165,25,1,1,85,"Their K values reduced to basing mortality rate on counts at t0 and t(end).   On each date, they  sampled 5, 5m2 transects/patch.  "
19,63,Sagamia geneionema,0.55945,0.27414,165,25,1,1,85,"Their K values reduced to basing mortality rate on counts at t0 and t(end).   On each date, they  sampled 5, 5m2 transects/patch.  "
19,61,Sagamia geneionema,0.476976,0.31774,165,25,1,1,85,"Their K values reduced to basing mortality rate on counts at t0 and t(end).   On each date, they  sampled 5, 5m2 transects/patch.  "
27,81,Dascyllus trimaculatus,NA,NA,150,NA,NA,1,126,not useable
27,81,Dascyllus trimaculatus,NA,NA,150,NA,NA,1,126,not useable
27,81,Dascyllus trimaculatus,NA,NA,150,NA,NA,1,126,not useable
27,81,Dascyllus trimaculatus,NA,NA,150,NA,NA,1,126,not useable
27,81,Dascyllus trimaculatus,NA,NA,150,NA,NA,1,126,not useable
27,81,Dascyllus trimaculatus,NA,NA,150,NA,NA,1,126,not useable
27,81,Dascyllus trimaculatus,NA,NA,150,NA,NA,1,126,not useable
27,81,Dascyllus trimaculatus,NA,NA,150,NA,NA,1,126,not useable
27,81,Dascyllus trimaculatus,NA,NA,150,NA,NA,1,126,not useable
27,81,Dascyllus trimaculatus,NA,NA,150,NA,NA,1,126,not useable
27,82,Dascyllus flavicaudus,NA,NA,150,NA,NA,1,126,not useable
27,82,Dascyllus flavicaudus,NA,NA,150,NA,NA,1,126,not useable
27,82,Dascyllus flavicaudus,NA,NA,150,NA,NA,1,126,not useable
27,82,Dascyllus flavicaudus,NA,NA,150,NA,NA,1,126,not useable
27,82,Dascyllus flavicaudus,NA,NA,150,NA,NA,1,126,not useable
27,82,Dascyllus flavicaudus,NA,NA,150,NA,NA,1,126,not useable
27,82,Dascyllus flavicaudus,NA,NA,150,NA,NA,1,126,not useable
27,82,Dascyllus flavicaudus,NA,NA,150,NA,NA,1,126,not useable
27,82,Dascyllus flavicaudus,NA,NA,150,NA,NA,1,126,not useable
27,82,Dascyllus flavicaudus,NA,NA,150,NA,NA,1,126,not useable
27,83,Dascyllus aruanus,NA,NA,150,NA,NA,1,126,not useable
27,83,Dascyllus aruanus,NA,NA,150,NA,NA,1,126,not useable
27,83,Dascyllus aruanus,NA,NA,150,NA,NA,1,126,not useable
27,83,Dascyllus aruanus,NA,NA,150,NA,NA,1,126,not useable
27,83,Dascyllus aruanus,NA,NA,150,NA,NA,1,126,not useable
27,83,Dascyllus aruanus,NA,NA,150,NA,NA,1,126,not useable
27,83,Dascyllus aruanus,NA,NA,150,NA,NA,1,126,not useable
27,83,Dascyllus aruanus,NA,NA,150,NA,NA,1,126,not useable
27,83,Dascyllus aruanus,NA,NA,150,NA,NA,1,126,not useable
