unnamed,substudy_num,substudy_source,Alex_PAPER_ID,use_alex_craig,data.source..or.reason.for.exclusion.,data.on.recruit.on.recruit,data.on.older.fish.on.older.fish,Density.areal.units..or.can.be.converted.,Data.set.original..YES.Use.them.or.not.checked..No.use.data.from.another.paper...,is.the.initial.number..taken.at.a.point.in.time..SINGLE..but.this.might.be.multiple.settlement.events...or.is.an.cumulative.number..e.g...sum.settlers..over.every.day.of.summer...if.CUMULATIVE...then.what.is.the.time.scale.of.the.summation.,Number.of.Aggregrated.taxa.,Is good based on  criteria?,Fish Depleted or were Replaced?  Or do we take Beta directly from the paper.,estimation_approach,use_2024,Authors,Article.Title,Source.Title,Abstract,Times.Cited..WoS.Core,Times.Cited..All.Databases,Publication.Date,Publication.Year,Volume,Issue,Start.Page,End.Page,DOI,study_num,study,lat_deci,long_deci,journal,paired_pred,paired_substudy_num,conclusion,rawdata_for_analysis,alpha_2002,alpha_se_2002,beta_2002,beta_se_2002,var_alpha_2002,var_beta_2002,expt_obs,expt_obs_pairs,family,g_sp,trophic_status,trophic_level,habitat,geog_region_2,ocean,predators,age_start,size_start,size_start_units,SL_start
188,282,Fig2a-older fish,323,yes,"Fig2a (there might also be a way to decompose habitat quality effects).  The best option is to ignore habitat quality (since we don't have the data) and to use data from time=2 or 3 days (duration = 1 or 2 days) for the settler on settler and adult on adult responses.  For settlers, this would be ttt 3,6,7 (for settlers = 3, 8, 11 per coral; for adults on adults, it would be ttt 3,4,5 (3, 5,8 adults). We'll need to get coral area from Fig 1, by taking fish number x density and averaging across ttts.",Yes,Yes,Yes,YES,SINGLE,1,Yes,Depleted over 24 hrs (replaced after day 1),Binomial,yes,"Wilson, JA","Age class interactions in a marine goby, Elacatinus prochilos (Bohlke and Robins, 1968)",JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,"Many reef fishes settle monthly throughout the year, so multiple cohorts generally occur together. Yet, much research has focused on a single age class (i.e., settlers) and has ignored age class interactions. The focus of this work was to quantify within and between age class interactions of new settlers and older fish of a marine goby, Elacatinus prochilos. All age classes of this species co-occur on live coral substrate. Thus, all age classes experience and interact with all other age classes. In addition, previous work in this system has shown that post-settlement processes varied over space and drove spatial variation in habitat quality (i.e. post-settlement survival of fishes varied among coral heads at a common density of fishes). Therefore, I also explored how variation in habitat quality may modify interactions between age classes. I found that both inter- and intra-cohort interactions were similar (each age class had similar per capita effects on one another and each other). However, there was evidence for older fish being less affected by settlers than settlers were by other settlers. There was also an indication that variation in habitat quality affected the two age classes differently. This work highlights that in order to extrapolate longer-term dynamics (i.e., multiple generations) over larger spatial and temporal scales, we must consider how different age classes or stages interact with one another, and, if appropriate, explore reef fish dynamics using a stage-structured approach. (c) 2005 Elsevier B.V. All rights reserved.",11,11,27-Dec,2005,327,2,144,156,10.1016/j.jembe.2005.06.013,81,wilson_2005,17.72618934,-64.73056287,JEMBE,unpaired,282,DI,,NA,NA,NA,NA,NA,NA,Exp,,Gobiidae,Elactinus_sp.,planktivore,NA,reef,LesserAntilles,Caribbean,present,21,20,mmSL,20
228,185,1999 - blue,335,yes,"fig 2a (within year, across site) data provided by Author",Yes,No,Yes,"YES - we have data from Darren, so we used this rather than the data in the 2007 paper",SINGLE,1,Yes,Depleted,Binomial,yes,"Johnson, DW",Density dependence in marine fish populations revealed at small and large spatial scales,ECOLOGY,"Experimental manipulation of population density has frequently been used to demonstrate demographic density dependence. However, such studies are usually small scale and typically provide evidence of spatial (within-generation) density dependence. It is often unclear whether small-scale, experimental tests of spatial density dependence will accurately describe temporal (between-generation) density dependence required for population regulation. Understanding the mechanisms generating density dependence may provide a link between spatial experiments and temporal regulation of populations. In this study, I manipulated the density of recently settled kelp rockfish (Sebastes atrovirens) in both the presence and absence of predators to test for density-dependent mortality and whether predation was the mechanism responsible. I also examined mortality of rockfish cohorts within kelp beds throughout central California to evaluate temporal (between-generation) density dependence in mortality. Experiments suggested that short-term behavioral responses of predators and/or a shortage of prey refuges caused spatial density dependence. Temporal density dependence in mortality was also detected at larger spatial scales for several species of rockfish. It is likely that short-term responses of predators generated both spatial and temporal density dependence in mortality. Spatial experiments that describe the causal mechanisms generating density dependence may therefore be valuable in describing temporal density dependence and population regulation.",36,36,FEB,2006,87,2,319,325,10.1890/04-1665,51,Johnson 2006b,36.56,-121.9383333,Ecology,unpaired,193,DD,yes,NA,NA,NA,NA,NA,NA,Exp,,Sebastidae,Sebastes_atrovirens,carnivore,3.35,kelp,California,Pacific,absent,10,30,mmTL,24
136,186,1999 - KGB,335,yes,"fig 2b (within year, across site) data provided by Author",Yes,No,Yes,YES,SINGLE,3,Yes,Depleted,Binomial,yes,"Johnson, DW",Density dependence in marine fish populations revealed at small and large spatial scales,ECOLOGY,"Experimental manipulation of population density has frequently been used to demonstrate demographic density dependence. However, such studies are usually small scale and typically provide evidence of spatial (within-generation) density dependence. It is often unclear whether small-scale, experimental tests of spatial density dependence will accurately describe temporal (between-generation) density dependence required for population regulation. Understanding the mechanisms generating density dependence may provide a link between spatial experiments and temporal regulation of populations. In this study, I manipulated the density of recently settled kelp rockfish (Sebastes atrovirens) in both the presence and absence of predators to test for density-dependent mortality and whether predation was the mechanism responsible. I also examined mortality of rockfish cohorts within kelp beds throughout central California to evaluate temporal (between-generation) density dependence in mortality. Experiments suggested that short-term behavioral responses of predators and/or a shortage of prey refuges caused spatial density dependence. Temporal density dependence in mortality was also detected at larger spatial scales for several species of rockfish. It is likely that short-term responses of predators generated both spatial and temporal density dependence in mortality. Spatial experiments that describe the causal mechanisms generating density dependence may therefore be valuable in describing temporal density dependence and population regulation.",36,36,FEB,2006,87,2,319,325,10.1890/04-1665,51,Johnson 2006b,36.56,-121.9383333,Ecology,unpaired,193,DD,yes,NA,NA,NA,NA,NA,NA,Exp,,Sebastidae,Sebastes_atrovirens,carnivore,3.35,kelp,California,Pacific,present,10,30,mmTL,24
229,187,2000 - blue ,335,yes,"fig 2a (within year, across site) data provided by Author",Yes,No,Yes,"YES - we have data from Darren, so we used this rather than the data in the 2007 paper",SINGLE,1,Yes,Depleted,Binomial,yes,"Johnson, DW",Density dependence in marine fish populations revealed at small and large spatial scales,ECOLOGY,"Experimental manipulation of population density has frequently been used to demonstrate demographic density dependence. However, such studies are usually small scale and typically provide evidence of spatial (within-generation) density dependence. It is often unclear whether small-scale, experimental tests of spatial density dependence will accurately describe temporal (between-generation) density dependence required for population regulation. Understanding the mechanisms generating density dependence may provide a link between spatial experiments and temporal regulation of populations. In this study, I manipulated the density of recently settled kelp rockfish (Sebastes atrovirens) in both the presence and absence of predators to test for density-dependent mortality and whether predation was the mechanism responsible. I also examined mortality of rockfish cohorts within kelp beds throughout central California to evaluate temporal (between-generation) density dependence in mortality. Experiments suggested that short-term behavioral responses of predators and/or a shortage of prey refuges caused spatial density dependence. Temporal density dependence in mortality was also detected at larger spatial scales for several species of rockfish. It is likely that short-term responses of predators generated both spatial and temporal density dependence in mortality. Spatial experiments that describe the causal mechanisms generating density dependence may therefore be valuable in describing temporal density dependence and population regulation.",36,36,FEB,2006,87,2,319,325,10.1890/04-1665,51,Johnson 2006b,36.56,-121.9383333,Ecology,unpaired,193,DD,yes,NA,NA,NA,NA,NA,NA,Exp,,Sebastidae,Sebastes_atrovirens,carnivore,3.35,kelp,California,Pacific,absent,10,30,mmTL,24
137,188,2000 - KGB,335,yes,"fig 2b (within year, across site) data provided by Author",Yes,No,Yes,YES,SINGLE,3,Yes,Depleted,Binomial,yes,"Johnson, DW",Density dependence in marine fish populations revealed at small and large spatial scales,ECOLOGY,"Experimental manipulation of population density has frequently been used to demonstrate demographic density dependence. However, such studies are usually small scale and typically provide evidence of spatial (within-generation) density dependence. It is often unclear whether small-scale, experimental tests of spatial density dependence will accurately describe temporal (between-generation) density dependence required for population regulation. Understanding the mechanisms generating density dependence may provide a link between spatial experiments and temporal regulation of populations. In this study, I manipulated the density of recently settled kelp rockfish (Sebastes atrovirens) in both the presence and absence of predators to test for density-dependent mortality and whether predation was the mechanism responsible. I also examined mortality of rockfish cohorts within kelp beds throughout central California to evaluate temporal (between-generation) density dependence in mortality. Experiments suggested that short-term behavioral responses of predators and/or a shortage of prey refuges caused spatial density dependence. Temporal density dependence in mortality was also detected at larger spatial scales for several species of rockfish. It is likely that short-term responses of predators generated both spatial and temporal density dependence in mortality. Spatial experiments that describe the causal mechanisms generating density dependence may therefore be valuable in describing temporal density dependence and population regulation.",36,36,FEB,2006,87,2,319,325,10.1890/04-1665,51,Johnson 2006b,36.56,-121.9383333,Ecology,unpaired,193,DD,yes,NA,NA,NA,NA,NA,NA,Exp,,Sebastidae,Sebastes_atrovirens,carnivore,3.35,kelp,California,Pacific,present,10,30,mmTL,24
230,189,2001 - blue,335,yes,"fig 2a (within year, across site) data provided by Author",Yes,No,Yes,"YES - we have data from Darren, so we used this rather than the data in the 2007 paper",SINGLE,1,Yes,Depleted,Binomial,yes,"Johnson, DW",Density dependence in marine fish populations revealed at small and large spatial scales,ECOLOGY,"Experimental manipulation of population density has frequently been used to demonstrate demographic density dependence. However, such studies are usually small scale and typically provide evidence of spatial (within-generation) density dependence. It is often unclear whether small-scale, experimental tests of spatial density dependence will accurately describe temporal (between-generation) density dependence required for population regulation. Understanding the mechanisms generating density dependence may provide a link between spatial experiments and temporal regulation of populations. In this study, I manipulated the density of recently settled kelp rockfish (Sebastes atrovirens) in both the presence and absence of predators to test for density-dependent mortality and whether predation was the mechanism responsible. I also examined mortality of rockfish cohorts within kelp beds throughout central California to evaluate temporal (between-generation) density dependence in mortality. Experiments suggested that short-term behavioral responses of predators and/or a shortage of prey refuges caused spatial density dependence. Temporal density dependence in mortality was also detected at larger spatial scales for several species of rockfish. It is likely that short-term responses of predators generated both spatial and temporal density dependence in mortality. Spatial experiments that describe the causal mechanisms generating density dependence may therefore be valuable in describing temporal density dependence and population regulation.",36,36,FEB,2006,87,2,319,325,10.1890/04-1665,51,Johnson 2006b,36.56,-121.9383333,Ecology,unpaired,193,DD,yes,NA,NA,NA,NA,NA,NA,Exp,,Sebastidae,Sebastes_atrovirens,carnivore,3.35,kelp,California,Pacific,absent,10,30,mmTL,24
138,190,2001 - KGB,335,yes,"fig 2b (within year, across site) data provided by Author",Yes,No,Yes,YES,SINGLE,3,Yes,Depleted,Binomial,yes,"Johnson, DW",Density dependence in marine fish populations revealed at small and large spatial scales,ECOLOGY,"Experimental manipulation of population density has frequently been used to demonstrate demographic density dependence. However, such studies are usually small scale and typically provide evidence of spatial (within-generation) density dependence. It is often unclear whether small-scale, experimental tests of spatial density dependence will accurately describe temporal (between-generation) density dependence required for population regulation. Understanding the mechanisms generating density dependence may provide a link between spatial experiments and temporal regulation of populations. In this study, I manipulated the density of recently settled kelp rockfish (Sebastes atrovirens) in both the presence and absence of predators to test for density-dependent mortality and whether predation was the mechanism responsible. I also examined mortality of rockfish cohorts within kelp beds throughout central California to evaluate temporal (between-generation) density dependence in mortality. Experiments suggested that short-term behavioral responses of predators and/or a shortage of prey refuges caused spatial density dependence. Temporal density dependence in mortality was also detected at larger spatial scales for several species of rockfish. It is likely that short-term responses of predators generated both spatial and temporal density dependence in mortality. Spatial experiments that describe the causal mechanisms generating density dependence may therefore be valuable in describing temporal density dependence and population regulation.",36,36,FEB,2006,87,2,319,325,10.1890/04-1665,51,Johnson 2006b,36.56,-121.9383333,Ecology,unpaired,193,DD,yes,NA,NA,NA,NA,NA,NA,Exp,,Sebastidae,Sebastes_atrovirens,carnivore,3.35,kelp,California,Pacific,present,10,30,mmTL,24
231,191,2002 - blue,335,yes,"fig 2a (within year, across site) data provided by Author",Yes,No,Yes,"YES - we have data from Darren, so we used this rather than the data in the 2007 paper",SINGLE,1,Yes,Depleted,Binomial,yes,"Johnson, DW",Density dependence in marine fish populations revealed at small and large spatial scales,ECOLOGY,"Experimental manipulation of population density has frequently been used to demonstrate demographic density dependence. However, such studies are usually small scale and typically provide evidence of spatial (within-generation) density dependence. It is often unclear whether small-scale, experimental tests of spatial density dependence will accurately describe temporal (between-generation) density dependence required for population regulation. Understanding the mechanisms generating density dependence may provide a link between spatial experiments and temporal regulation of populations. In this study, I manipulated the density of recently settled kelp rockfish (Sebastes atrovirens) in both the presence and absence of predators to test for density-dependent mortality and whether predation was the mechanism responsible. I also examined mortality of rockfish cohorts within kelp beds throughout central California to evaluate temporal (between-generation) density dependence in mortality. Experiments suggested that short-term behavioral responses of predators and/or a shortage of prey refuges caused spatial density dependence. Temporal density dependence in mortality was also detected at larger spatial scales for several species of rockfish. It is likely that short-term responses of predators generated both spatial and temporal density dependence in mortality. Spatial experiments that describe the causal mechanisms generating density dependence may therefore be valuable in describing temporal density dependence and population regulation.",36,36,FEB,2006,87,2,319,325,10.1890/04-1665,51,Johnson 2006b,36.56,-121.9383333,Ecology,unpaired,193,DD,yes,NA,NA,NA,NA,NA,NA,Exp,,Sebastidae,Sebastes_atrovirens,carnivore,3.35,kelp,California,Pacific,absent,10,30,mmTL,24
139,192,2002 - KGB,335,yes,"fig 2b (within year, across site) data provided by Author",Yes,No,Yes,YES,SINGLE,3,Yes,Depleted,Binomial,yes,"Johnson, DW",Density dependence in marine fish populations revealed at small and large spatial scales,ECOLOGY,"Experimental manipulation of population density has frequently been used to demonstrate demographic density dependence. However, such studies are usually small scale and typically provide evidence of spatial (within-generation) density dependence. It is often unclear whether small-scale, experimental tests of spatial density dependence will accurately describe temporal (between-generation) density dependence required for population regulation. Understanding the mechanisms generating density dependence may provide a link between spatial experiments and temporal regulation of populations. In this study, I manipulated the density of recently settled kelp rockfish (Sebastes atrovirens) in both the presence and absence of predators to test for density-dependent mortality and whether predation was the mechanism responsible. I also examined mortality of rockfish cohorts within kelp beds throughout central California to evaluate temporal (between-generation) density dependence in mortality. Experiments suggested that short-term behavioral responses of predators and/or a shortage of prey refuges caused spatial density dependence. Temporal density dependence in mortality was also detected at larger spatial scales for several species of rockfish. It is likely that short-term responses of predators generated both spatial and temporal density dependence in mortality. Spatial experiments that describe the causal mechanisms generating density dependence may therefore be valuable in describing temporal density dependence and population regulation.",36,36,FEB,2006,87,2,319,325,10.1890/04-1665,51,Johnson 2006b,36.56,-121.9383333,Ecology,unpaired,193,DD,yes,NA,NA,NA,NA,NA,NA,Exp,,Sebastidae,Sebastes_atrovirens,carnivore,3.35,kelp,California,Pacific,present,10,30,mmTL,24
140,193,Pred -,335,yes,Fig1  without preds,Yes,No,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Johnson, DW",Density dependence in marine fish populations revealed at small and large spatial scales,ECOLOGY,"Experimental manipulation of population density has frequently been used to demonstrate demographic density dependence. However, such studies are usually small scale and typically provide evidence of spatial (within-generation) density dependence. It is often unclear whether small-scale, experimental tests of spatial density dependence will accurately describe temporal (between-generation) density dependence required for population regulation. Understanding the mechanisms generating density dependence may provide a link between spatial experiments and temporal regulation of populations. In this study, I manipulated the density of recently settled kelp rockfish (Sebastes atrovirens) in both the presence and absence of predators to test for density-dependent mortality and whether predation was the mechanism responsible. I also examined mortality of rockfish cohorts within kelp beds throughout central California to evaluate temporal (between-generation) density dependence in mortality. Experiments suggested that short-term behavioral responses of predators and/or a shortage of prey refuges caused spatial density dependence. Temporal density dependence in mortality was also detected at larger spatial scales for several species of rockfish. It is likely that short-term responses of predators generated both spatial and temporal density dependence in mortality. Spatial experiments that describe the causal mechanisms generating density dependence may therefore be valuable in describing temporal density dependence and population regulation.",36,36,FEB,2006,87,2,319,325,10.1890/04-1665,52,Johnson 2006b,36.56,-121.9383333,Ecology,paired,273,DD,yes,NA,NA,NA,NA,NA,NA,Exp,,Sebastidae,Sebastes_atrovirens,carnivore,3.35,kelp,California,Pacific,absent,10,30,mmTL,24
141,194,Pred +,335,yes,Fig1  with  preds,Yes,No,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Johnson, DW",Density dependence in marine fish populations revealed at small and large spatial scales,ECOLOGY,"Experimental manipulation of population density has frequently been used to demonstrate demographic density dependence. However, such studies are usually small scale and typically provide evidence of spatial (within-generation) density dependence. It is often unclear whether small-scale, experimental tests of spatial density dependence will accurately describe temporal (between-generation) density dependence required for population regulation. Understanding the mechanisms generating density dependence may provide a link between spatial experiments and temporal regulation of populations. In this study, I manipulated the density of recently settled kelp rockfish (Sebastes atrovirens) in both the presence and absence of predators to test for density-dependent mortality and whether predation was the mechanism responsible. I also examined mortality of rockfish cohorts within kelp beds throughout central California to evaluate temporal (between-generation) density dependence in mortality. Experiments suggested that short-term behavioral responses of predators and/or a shortage of prey refuges caused spatial density dependence. Temporal density dependence in mortality was also detected at larger spatial scales for several species of rockfish. It is likely that short-term responses of predators generated both spatial and temporal density dependence in mortality. Spatial experiments that describe the causal mechanisms generating density dependence may therefore be valuable in describing temporal density dependence and population regulation.",36,36,FEB,2006,87,2,319,325,10.1890/04-1665,52,Johnson 2006b,36.56,-121.9383333,Ecology,paired,273,DI,yes,NA,NA,NA,NA,NA,NA,Exp,,Sebastidae,Sebastes_atrovirens,carnivore,3.35,kelp,California,Pacific,present,10,30,mmTL,24
232,195,Figure 2a-50m spacing,342,no,Fig2A -- for 2A we need data from Karen because it's #/reef and there are two sizes of reefs. ,yes,no,No,YES,SINGLE,1,Yes,Depleted,None,no,"Overholtzer-McLeod, KL",Consequences of patch reef spacing for density-dependent mortality of coral-reef fishes,ECOLOGY,"The spatial configuration of habitat patches can profoundly affect a number of ecological interactions, including those between predators and prey. I examined the effects of reef spacing on predator-prey interactions within coral-reef fish assemblages in the Bahamas. Using manipulative field experiments, I determined that reef spacing influences whether and how density-dependent predation occurs. Mortality rates of juveniles of two ecologically dissimilar species (beaugregory damselfish and yellowhead wrasse) were similarly affected by reef spacing; for both species, mortality was density dependent on reef patches that were spatially isolated (separated by 50 m), and density independent on reef patches that were aggregated (separated by 5 m). A subsequent experiment with the damselfish demonstrated that a common resident predator (coney) caused a substantial proportion of the observed mortality, independent of reef spacing. Compared to isolated reefs, aggregated reefs were much more likely to be visited by transient predators (mostly yellowtail snappers), regardless of prey density, and on these reefs, mortality rates approached 100% for both prey species. Transient predators exhibited neither an aggregative response nor a type 3 functional response, and consequently were not the source of density dependence observed on the isolated reefs. These patterns suggest that resident predators caused density-dependent mortality in their prey through type 3 functional responses on all reefs, but on aggregated reefs, this density dependence was overwhelmed by high, density-independent mortality caused by transient predators. Thus, the spatial configuration of reef habitat affected both the magnitude of total predation and the existence of density-dependent mortality. The combined effects of the increasing fragmentation of coral reef habitats at numerous scales and global declines in predatory fish may have important consequences for the regulation of resident fish populations.",30,31,APR,2006,87,4,1017,1026,10.1890/0012-9658(2006)87[1017:COPRSF]2.0.CO;2,53,Overholtzer 2006,23.7668152,-76.094504,Ecology,unpaired,195,DI,yes,NA,NA,NA,NA,NA,NA,Exp,,Labridae,Halichoeres_garnoti,carnivore,3.5,reef,Bahamas,Caribbean,present,10,20.5,mmTL,16.4
233,196,Figure 2a-5m spacing,342,no,Fig2A -- for 2A we need data from Karen because it's #/reef and there are two sizes of reefs. ,yes,no,No,YES,SINGLE,1,Yes,Depleted,None,no,"Overholtzer-McLeod, KL",Consequences of patch reef spacing for density-dependent mortality of coral-reef fishes,ECOLOGY,"The spatial configuration of habitat patches can profoundly affect a number of ecological interactions, including those between predators and prey. I examined the effects of reef spacing on predator-prey interactions within coral-reef fish assemblages in the Bahamas. Using manipulative field experiments, I determined that reef spacing influences whether and how density-dependent predation occurs. Mortality rates of juveniles of two ecologically dissimilar species (beaugregory damselfish and yellowhead wrasse) were similarly affected by reef spacing; for both species, mortality was density dependent on reef patches that were spatially isolated (separated by 50 m), and density independent on reef patches that were aggregated (separated by 5 m). A subsequent experiment with the damselfish demonstrated that a common resident predator (coney) caused a substantial proportion of the observed mortality, independent of reef spacing. Compared to isolated reefs, aggregated reefs were much more likely to be visited by transient predators (mostly yellowtail snappers), regardless of prey density, and on these reefs, mortality rates approached 100% for both prey species. Transient predators exhibited neither an aggregative response nor a type 3 functional response, and consequently were not the source of density dependence observed on the isolated reefs. These patterns suggest that resident predators caused density-dependent mortality in their prey through type 3 functional responses on all reefs, but on aggregated reefs, this density dependence was overwhelmed by high, density-independent mortality caused by transient predators. Thus, the spatial configuration of reef habitat affected both the magnitude of total predation and the existence of density-dependent mortality. The combined effects of the increasing fragmentation of coral reef habitats at numerous scales and global declines in predatory fish may have important consequences for the regulation of resident fish populations.",30,31,APR,2006,87,4,1017,1026,10.1890/0012-9658(2006)87[1017:COPRSF]2.0.CO;2,53,Overholtzer 2006,23.7668152,-76.094504,Ecology,unpaired,196,DD,yes,NA,NA,NA,NA,NA,NA,Exp,,Labridae,Halichoeres_garnoti,carnivore,3.5,reef,Bahamas,Caribbean,present,10,20.5,mmTL,16.4
142,197,Figure 2b-50m spacing,342,yes,Fig2B-50m,yes,no,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Overholtzer-McLeod, KL",Consequences of patch reef spacing for density-dependent mortality of coral-reef fishes,ECOLOGY,"The spatial configuration of habitat patches can profoundly affect a number of ecological interactions, including those between predators and prey. I examined the effects of reef spacing on predator-prey interactions within coral-reef fish assemblages in the Bahamas. Using manipulative field experiments, I determined that reef spacing influences whether and how density-dependent predation occurs. Mortality rates of juveniles of two ecologically dissimilar species (beaugregory damselfish and yellowhead wrasse) were similarly affected by reef spacing; for both species, mortality was density dependent on reef patches that were spatially isolated (separated by 50 m), and density independent on reef patches that were aggregated (separated by 5 m). A subsequent experiment with the damselfish demonstrated that a common resident predator (coney) caused a substantial proportion of the observed mortality, independent of reef spacing. Compared to isolated reefs, aggregated reefs were much more likely to be visited by transient predators (mostly yellowtail snappers), regardless of prey density, and on these reefs, mortality rates approached 100% for both prey species. Transient predators exhibited neither an aggregative response nor a type 3 functional response, and consequently were not the source of density dependence observed on the isolated reefs. These patterns suggest that resident predators caused density-dependent mortality in their prey through type 3 functional responses on all reefs, but on aggregated reefs, this density dependence was overwhelmed by high, density-independent mortality caused by transient predators. Thus, the spatial configuration of reef habitat affected both the magnitude of total predation and the existence of density-dependent mortality. The combined effects of the increasing fragmentation of coral reef habitats at numerous scales and global declines in predatory fish may have important consequences for the regulation of resident fish populations.",30,31,APR,2006,87,4,1017,1026,10.1890/0012-9658(2006)87[1017:COPRSF]2.0.CO;2,53,Overholtzer 2006,23.7668152,-76.094504,Ecology,unpaired,197,DD,yes,NA,NA,NA,NA,NA,NA,Exp,,Pomacentridae,Stegastes_leucostictus,herbivore,3.09,reef,Bahamas,Caribbean,present,10,19.5,mmTL,15.6
143,198,Figure 2b-5m spacing,342,yes,Fig2B-5m,yes,no,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Overholtzer-McLeod, KL",Consequences of patch reef spacing for density-dependent mortality of coral-reef fishes,ECOLOGY,"The spatial configuration of habitat patches can profoundly affect a number of ecological interactions, including those between predators and prey. I examined the effects of reef spacing on predator-prey interactions within coral-reef fish assemblages in the Bahamas. Using manipulative field experiments, I determined that reef spacing influences whether and how density-dependent predation occurs. Mortality rates of juveniles of two ecologically dissimilar species (beaugregory damselfish and yellowhead wrasse) were similarly affected by reef spacing; for both species, mortality was density dependent on reef patches that were spatially isolated (separated by 50 m), and density independent on reef patches that were aggregated (separated by 5 m). A subsequent experiment with the damselfish demonstrated that a common resident predator (coney) caused a substantial proportion of the observed mortality, independent of reef spacing. Compared to isolated reefs, aggregated reefs were much more likely to be visited by transient predators (mostly yellowtail snappers), regardless of prey density, and on these reefs, mortality rates approached 100% for both prey species. Transient predators exhibited neither an aggregative response nor a type 3 functional response, and consequently were not the source of density dependence observed on the isolated reefs. These patterns suggest that resident predators caused density-dependent mortality in their prey through type 3 functional responses on all reefs, but on aggregated reefs, this density dependence was overwhelmed by high, density-independent mortality caused by transient predators. Thus, the spatial configuration of reef habitat affected both the magnitude of total predation and the existence of density-dependent mortality. The combined effects of the increasing fragmentation of coral reef habitats at numerous scales and global declines in predatory fish may have important consequences for the regulation of resident fish populations.",30,31,APR,2006,87,4,1017,1026,10.1890/0012-9658(2006)87[1017:COPRSF]2.0.CO;2,53,Overholtzer 2006,23.7668152,-76.094504,Ecology,unpaired,198,DI,yes,NA,NA,NA,NA,NA,NA,Exp,,Pomacentridae,Stegastes_leucostictus,herbivore,3.09,reef,Bahamas,Caribbean,present,10,19.5,mmTL,15.6
185,279,fig1a-1pred,345,yes,fig1a-1pred,Yes -- but juveniles,No,Yes converted from cage to areal base of cage,YES,SINGLE,3,"Yes- but designed as a functional response expt with 3 pred densities, but like other den-dep studies of short duration.",Depleted,Binomial,yes,"Johnson, DW","Predation, habitat complexity, and variation in density-dependent mortality of temperate reef fishes",ECOLOGY,NA,NA,NA,NA,2006,87,5,1179,1188,10.1890/06-0591.1,82,Johnson 2006a,36.56,-121.9383333,Ecology,unpaired,279,,,,NA,NA,NA,NA,NA,Exp,,Sebastidae,Sebastes_spp_NA,,NA,kelp,California,Pacific,present,NA,22.5,mmTL,18
186,280,fig1b-3pred,345,yes,fig1b-3pred,Yes -- but juveniles,No,Yes converted from cage to areal base of cage,YES,SINGLE,3,"Yes- but designed as a functional response expt with 3 pred densities, but like other den-dep studies of short duration.",Depleted,Binomial,yes,"Johnson, DW","Predation, habitat complexity, and variation in density-dependent mortality of temperate reef fishes",ECOLOGY,NA,NA,NA,NA,2006,87,5,1179,1188,10.1890/06-0591.1,82,Johnson 2006a,36.56,-121.9383333,Ecology,unpaired,280,,,,NA,NA,NA,NA,NA,Exp,,Sebastidae,Sebastes_spp_NA,,NA,kelp,California,Pacific,present,NA,22.5,mmTL,18
187,281,fig1c-5pred,345,yes,fig1c-5pred,Yes -- but juveniles,No,Yes converted from cage to areal base of cage,YES,SINGLE,3,"Yes- but designed as a functional response expt with 3 pred densities, but like other den-dep studies of short duration.",Depleted,Binomial,yes,"Johnson, DW","Predation, habitat complexity, and variation in density-dependent mortality of temperate reef fishes",ECOLOGY,NA,NA,NA,NA,2006,87,5,1179,1188,10.1890/06-0591.1,82,Johnson 2006a,36.56,-121.9383333,Ecology,unpaired,281,,,,NA,NA,NA,NA,NA,Exp,,Sebastidae,Sebastes_spp_NA,,NA,kelp,California,Pacific,present,NA,22.5,mmTL,18
169,256,10mmfish,356,yes,"Fig 1 (for 10mm, but done in cages with 5 predators; need to note this.",Yes,No,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Lecchini, D; Nakamura, Y; Grignon, J; Tsuchiya, M","Evidence of density-independent mortality in a settling coral reef damselfish, Chromis viridis",ICHTHYOLOGICAL RESEARCH,"To know if the variation in the number of settling fish larvae can be dampened by density-dependent postsettlement mortality, we investigated the relationship between settler density and predator-induced mortality of a coral reef damselfish, Chromis viridis. Totals of 2, 3, 5, 8, 10, 12, 14, 16, 18, and 20 fish of 10 or 20mm total length were released in experimental cages enclosing a coral head of Porites rus (to provide settlement habitat) and five predators. The results showed that the mortality rate of both 10- and 20-mm fish was density independent.",6,6,AUG,2006,53,3,298,300,10.1007/s10228-006-0340-8,73,lecchini2006,-17.5,-149.8333333,IcthyologicalResearch,unpaired,254,DI,,NA,NA,NA,NA,NA,NA,Obs,,Pomacentridae,Chromis_viridis,planktivore,NA,reef,PNG,Pacific,present,6,10,mmTL,8
