substudy_num,alpha_nls2,alpha_se_nls2,beta_hat,beta_variance_nls2,unnamed,substudy_source,Alex_PAPER_ID,use_alex_craig,data.source..or.reason.for.exclusion.,data.on.recruit.on.recruit,data.on.older.fish.on.older.fish,Density.areal.units..or.can.be.converted.,Data.set.original..YES.Use.them.or.not.checked..No.use.data.from.another.paper...,is.the.initial.number..taken.at.a.point.in.time..SINGLE..but.this.might.be.multiple.settlement.events...or.is.an.cumulative.number..e.g...sum.settlers..over.every.day.of.summer...if.CUMULATIVE...then.what.is.the.time.scale.of.the.summation.,Number.of.Aggregrated.taxa.,Is.good.based.on..criteria.,Fish.Depleted.or.were.Replaced...Or.do.we.take.Beta.directly.from.the.paper.,estimation_approach,use_2024,Authors,Article.Title,Source.Title,Abstract,Times.Cited..WoS.Core,Times.Cited..All.Databases,Publication.Date,Publication.Year,Volume,Issue,Start.Page,End.Page,DOI,study_num,study,lat_deci,long_deci,journal,paired_pred,paired_substudy_num,conclusion,rawdata_for_analysis,alpha_2002,alpha_se_2002,beta_2002,beta_se_2002,var_alpha_2002,var_beta_2002,expt_obs,expt_obs_pairs,family,g_sp,trophic_status,trophic_level,habitat,geog_region_2,ocean,predators,age_start,size_start,size_start_units,SL_start,duration,mean_density,median_density
69,1e-15,,0.717171717,0.012709065,62,dp,114,yes,Fig2,Yes,No,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Planes, S; Jouvenel, JY; Lenfant, P",Density dependence in post-recruitment processes of juvenile sparids in the littoral of the Mediterranean Sea,OIKOS,"While variability in recruitment of young reef fish is now recognised, the question remains how the variation in recruitment will contribute to determining assemblage structure. This has been the basis for an active debate about whether patterns in abundance are determined by the supply of planktonic larvae or whether they result from competition (for space, food, etc.) between potential recruits leading to density-dependent recruitment. We tested population regulation of newly recruited juveniles of Sparidae in the north-western Mediterranean Sea. Recruitment of three species of Sparidae was followed over a three-month period in each of two years to estimate the peak density of new recruits settling from the ocean, the rate of mortality occurring during the first three months after settlement, and the final density after three months. Sites and species were carefully chosen in order to avoid migration during the survey. Initial density of recruited larvae of Diplodus spp. varied among species and sites from 0.045 to 3.8 individuals per metre of coastline. Mortality estimates also varied enormously. Between 24.3% and 99.4% of the initial population disappeared within three months. Our survey demonstrated that both post-settlement mortality (r = 0.847; p < 0.0001; n = 18) and final density (r = 0.818; p < 0.0001; n = 18) were correlated with density of recruitment and consequently that both pre-recruitment (larval phase) and post-recruitment processes regulated sparid populations of the Mediterranean Sea.",33,33,NOV,1998,83,2,293,300,10.2307/3546840,23,Planes et al. 1998,42.4794084,3.1275893,OIKOS,unpaired,69,DD,yes,0,0,-0.8661,0.1906,0,0.03632836,Obs,,Sparidae,Diplodus_puntazzo,planktivore,3.07,reef,Mediterranean,Mediterranean,present,5,6.4,mmSL,6.4,90,0.0159532445,0.013981617
70,0.003737374,9.01665126307988e-4,0.321212121,0.001104935,63,ds,114,yes,Fig2,Yes,No,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Planes, S; Jouvenel, JY; Lenfant, P",Density dependence in post-recruitment processes of juvenile sparids in the littoral of the Mediterranean Sea,OIKOS,"While variability in recruitment of young reef fish is now recognised, the question remains how the variation in recruitment will contribute to determining assemblage structure. This has been the basis for an active debate about whether patterns in abundance are determined by the supply of planktonic larvae or whether they result from competition (for space, food, etc.) between potential recruits leading to density-dependent recruitment. We tested population regulation of newly recruited juveniles of Sparidae in the north-western Mediterranean Sea. Recruitment of three species of Sparidae was followed over a three-month period in each of two years to estimate the peak density of new recruits settling from the ocean, the rate of mortality occurring during the first three months after settlement, and the final density after three months. Sites and species were carefully chosen in order to avoid migration during the survey. Initial density of recruited larvae of Diplodus spp. varied among species and sites from 0.045 to 3.8 individuals per metre of coastline. Mortality estimates also varied enormously. Between 24.3% and 99.4% of the initial population disappeared within three months. Our survey demonstrated that both post-settlement mortality (r = 0.847; p < 0.0001; n = 18) and final density (r = 0.818; p < 0.0001; n = 18) were correlated with density of recruitment and consequently that both pre-recruitment (larval phase) and post-recruitment processes regulated sparid populations of the Mediterranean Sea.",33,33,NOV,1998,83,2,293,300,10.2307/3546840,23,Planes et al. 1998,42.4794084,3.1275893,OIKOS,unpaired,70,DD,yes,-0.00455,0.00354,-0.3437,0.1202,1.25e-5,0.01444804,Obs,,Sparidae,Diplodus_sargus,planktivore,3.24,reef,Mediterranean,Mediterranean,present,5,6.4,mmSL,6.4,90,0.063705341,0.031441423499999996
71,0.006868687,8.246211251235321e-4,0.180808081,2.23364e-4,64,dv,114,yes,Fig2,Yes,No,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Planes, S; Jouvenel, JY; Lenfant, P",Density dependence in post-recruitment processes of juvenile sparids in the littoral of the Mediterranean Sea,OIKOS,"While variability in recruitment of young reef fish is now recognised, the question remains how the variation in recruitment will contribute to determining assemblage structure. This has been the basis for an active debate about whether patterns in abundance are determined by the supply of planktonic larvae or whether they result from competition (for space, food, etc.) between potential recruits leading to density-dependent recruitment. We tested population regulation of newly recruited juveniles of Sparidae in the north-western Mediterranean Sea. Recruitment of three species of Sparidae was followed over a three-month period in each of two years to estimate the peak density of new recruits settling from the ocean, the rate of mortality occurring during the first three months after settlement, and the final density after three months. Sites and species were carefully chosen in order to avoid migration during the survey. Initial density of recruited larvae of Diplodus spp. varied among species and sites from 0.045 to 3.8 individuals per metre of coastline. Mortality estimates also varied enormously. Between 24.3% and 99.4% of the initial population disappeared within three months. Our survey demonstrated that both post-settlement mortality (r = 0.847; p < 0.0001; n = 18) and final density (r = 0.818; p < 0.0001; n = 18) were correlated with density of recruitment and consequently that both pre-recruitment (larval phase) and post-recruitment processes regulated sparid populations of the Mediterranean Sea.",33,33,NOV,1998,83,2,293,300,10.2307/3546840,23,Planes et al. 1998,42.4794084,3.1275893,OIKOS,unpaired,71,DD,yes,-0.0219,0.0125,-0.0137,0.1041,1.5625e-4,0.01083681,Obs,,Sparidae,Diplodus_vulgaris,planktivore,3.34,reef,Mediterranean,Mediterranean,present,5,6.4,mmSL,6.4,90,0.15215581733333333,0.1398059265
72,0.007676768,0.0027313000567495325,1.69495e-4,2.36e-8,65,gm,10002,no,"author provided data (I think); Page 113, but these aren't settlers/recruits (they are a mix of cooccuring age classes)",No,Yes - actually a mix of age classes,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Brooks, AJ",Factors influencing the structure of an estuarine fish community: The role of interspecific competition,Disssertation,,,,,1999,,,,,,24,Brooks dissertation,34.4,-119.5166667,Dissertation,unpaired,72,DI,yes,0.0034338,0.101,-3.7e-4,4.86e-4,0.010201,2.36e-7,Exp,,Cottidae,Gillichthys_mirabilis,carnivore,3.24,estuary,California,Pacific,present,67.5,45.6,mmSL,45.6,30,14.666666666666666,13.333333334999999
73,1e-15,,9.69697e-4,7.38e-8,66,la,10002,no,"author provided data (I think); Page 113, but these aren't settlers/recruits (they are a mix of cooccuring age classes)",No,Yes - actually a mix of age classes,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Brooks, AJ",Factors influencing the structure of an estuarine fish community: The role of interspecific competition,Disssertation,,,,,1999,,,,,,24,Brooks dissertation,34.4,-119.5166667,Dissertation,unpaired,73,DD,yes,0,0,-0.00121,3e-4,0,9e-8,Exp,,Cottidae,Leptocottus_armatus,carnivore,3.68,estuary,California,Pacific,present,67.5,48.8,mmSL,48.8,30,14.666666666666666,13.333333334999999
74,0.021616162,0.0018947295321496416,-0.004514845,2.44e-5,67,Fig2,133,yes,Fig2,Yes,No,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Caselle, JE",Early post-settlement mortality in a coral reef fish and its effect on local population size,ECOLOGICAL MONOGRAPHS,"The relative importance of recruitment and post-recruitment factors in controlling population fluctuations and determining population sizes in open marine systems is still poorly understood. To address this issue, I conducted an experiment investigating whether very early post-recruitment mortality of a coral reef fish, Thalassoma bifasciatum, is dependent on recruitment density. To quantify the extent to which local populations are likely to be controlled primarily by recruitment or by post-settlement density-dependent mortality, I also measured natural mortality rates and recruitment variation at sites around the island of St. Croix, U.S. Virgin Islands. I manipulated densities of 1-3-d post-settlement T. bifasciatum on large natural patch reefs in Tague Bay, St. Croix, U.S. Virgin Islands. Manipulated recruits were followed for similar to 30 d. The loss rate over the initial 24-h period following placement of recruits on the reef was positively related to the density at the beginning of that period. After this period, initial recruit density had no effects on mortality. Natural monthly mortality rates approximating the monthly mortality monitored during the experiment were measured for naturally recruited fish at sites around the island. Mortality was positively correlated with recruitment density. The effect was strong enough that across sites the relationship between recruit density and juvenile density the following month was not proportional; that is, juvenile density tended to reach an asymptote with increasing recruitment. The relationship between total recruitment per season at a site and adult abundance at the end of the season was similarly asymptotic, indicating the persistence of a density-dependent effect at the scale of the island. Mortality rates around the island were extremely variable and density independent at densities below similar to 1 recruit/m(2). Above that level, mortality rates were higher and tended to increase with further increases in recruitment density. Around St. Croix, three out of eight sites consistently received recruitment above this threshold, while five sites never experienced recruitment above that level during the study. Because spatial patterns of recruitment around St. Croix were consistent over time, some local populations may be controlled mainly by recruitment and density-independent mortality at all times, while others may be chronically affected by post-settlement density dependence. This study gives support to the idea that recruitment limitation and density dependence are not mutually exclusive. Rather, local populations must be characterized by the degree of recruitment, the resultant population density, and the subsequent degree of density-dependent regulation.",66,66,MAY,1999,69,2,177,194,10.1890/0012-9615(1999)069[0177:EPSMIA]2.0.CO;2,25,Caselle 1999,17.75,-64.58333333,Ecological Mono,unpaired,74,DI,yes,-0.0201,0.0084,9.66e-4,0.0201,7.06e-5,4.0401e-4,Exp,,Labridae,Thalassoma_bifasciatum,planktivore (adults),3.49,reef,LesserAntilles,Caribbean,present,2,10,mmSL,10,30,0.4122350376,0.391047938
75,0.827272727,0.024737158284653473,0.111943434,0.001519328,68,Fig3,133,yes,Fig3,Yes,No,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Caselle, JE",Early post-settlement mortality in a coral reef fish and its effect on local population size,ECOLOGICAL MONOGRAPHS,"The relative importance of recruitment and post-recruitment factors in controlling population fluctuations and determining population sizes in open marine systems is still poorly understood. To address this issue, I conducted an experiment investigating whether very early post-recruitment mortality of a coral reef fish, Thalassoma bifasciatum, is dependent on recruitment density. To quantify the extent to which local populations are likely to be controlled primarily by recruitment or by post-settlement density-dependent mortality, I also measured natural mortality rates and recruitment variation at sites around the island of St. Croix, U.S. Virgin Islands. I manipulated densities of 1-3-d post-settlement T. bifasciatum on large natural patch reefs in Tague Bay, St. Croix, U.S. Virgin Islands. Manipulated recruits were followed for similar to 30 d. The loss rate over the initial 24-h period following placement of recruits on the reef was positively related to the density at the beginning of that period. After this period, initial recruit density had no effects on mortality. Natural monthly mortality rates approximating the monthly mortality monitored during the experiment were measured for naturally recruited fish at sites around the island. Mortality was positively correlated with recruitment density. The effect was strong enough that across sites the relationship between recruit density and juvenile density the following month was not proportional; that is, juvenile density tended to reach an asymptote with increasing recruitment. The relationship between total recruitment per season at a site and adult abundance at the end of the season was similarly asymptotic, indicating the persistence of a density-dependent effect at the scale of the island. Mortality rates around the island were extremely variable and density independent at densities below similar to 1 recruit/m(2). Above that level, mortality rates were higher and tended to increase with further increases in recruitment density. Around St. Croix, three out of eight sites consistently received recruitment above this threshold, while five sites never experienced recruitment above that level during the study. Because spatial patterns of recruitment around St. Croix were consistent over time, some local populations may be controlled mainly by recruitment and density-independent mortality at all times, while others may be chronically affected by post-settlement density dependence. This study gives support to the idea that recruitment limitation and density dependence are not mutually exclusive. Rather, local populations must be characterized by the degree of recruitment, the resultant population density, and the subsequent degree of density-dependent regulation.",66,66,MAY,1999,69,2,177,194,10.1890/0012-9615(1999)069[0177:EPSMIA]2.0.CO;2,25,Caselle 1999,17.75,-64.58333333,Ecological Mono,unpaired,75,DD,yes,-0.857844493,0.2314,-0.064346082,0.3127,0.05354596,0.09778129,Exp,,Labridae,Thalassoma_bifasciatum,planktivore (adults),3.49,reef,LesserAntilles,Caribbean,present,2,10,mmSL,10,1,0.7936063909774437,0.78396
76,0.016090909,0.0010392304845413265,0.001716162,3.08e-6,69,Fig4,133,yes,Fig4,Yes,No,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Caselle, JE",Early post-settlement mortality in a coral reef fish and its effect on local population size,ECOLOGICAL MONOGRAPHS,"The relative importance of recruitment and post-recruitment factors in controlling population fluctuations and determining population sizes in open marine systems is still poorly understood. To address this issue, I conducted an experiment investigating whether very early post-recruitment mortality of a coral reef fish, Thalassoma bifasciatum, is dependent on recruitment density. To quantify the extent to which local populations are likely to be controlled primarily by recruitment or by post-settlement density-dependent mortality, I also measured natural mortality rates and recruitment variation at sites around the island of St. Croix, U.S. Virgin Islands. I manipulated densities of 1-3-d post-settlement T. bifasciatum on large natural patch reefs in Tague Bay, St. Croix, U.S. Virgin Islands. Manipulated recruits were followed for similar to 30 d. The loss rate over the initial 24-h period following placement of recruits on the reef was positively related to the density at the beginning of that period. After this period, initial recruit density had no effects on mortality. Natural monthly mortality rates approximating the monthly mortality monitored during the experiment were measured for naturally recruited fish at sites around the island. Mortality was positively correlated with recruitment density. The effect was strong enough that across sites the relationship between recruit density and juvenile density the following month was not proportional; that is, juvenile density tended to reach an asymptote with increasing recruitment. The relationship between total recruitment per season at a site and adult abundance at the end of the season was similarly asymptotic, indicating the persistence of a density-dependent effect at the scale of the island. Mortality rates around the island were extremely variable and density independent at densities below similar to 1 recruit/m(2). Above that level, mortality rates were higher and tended to increase with further increases in recruitment density. Around St. Croix, three out of eight sites consistently received recruitment above this threshold, while five sites never experienced recruitment above that level during the study. Because spatial patterns of recruitment around St. Croix were consistent over time, some local populations may be controlled mainly by recruitment and density-independent mortality at all times, while others may be chronically affected by post-settlement density dependence. This study gives support to the idea that recruitment limitation and density dependence are not mutually exclusive. Rather, local populations must be characterized by the degree of recruitment, the resultant population density, and the subsequent degree of density-dependent regulation.",66,66,MAY,1999,69,2,177,194,10.1890/0012-9615(1999)069[0177:EPSMIA]2.0.CO;2,25,Caselle 1999,17.75,-64.58333333,Ecological Mono,unpaired,76,DI,yes,-0.0182,0.00389,0.00157,0.00554,1.51e-5,3.07e-5,Exp,4,Labridae,Thalassoma_bifasciatum,planktivore (adults),3.49,reef,LesserAntilles,Caribbean,present,4.5,12,mmSL,12,30,0.6094180700208334,0.5853481555
77,1e-15,,0.031212121,9.34e-7,70,Fig7,133,yes,Fig7,Yes,No,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Caselle, JE",Early post-settlement mortality in a coral reef fish and its effect on local population size,ECOLOGICAL MONOGRAPHS,"The relative importance of recruitment and post-recruitment factors in controlling population fluctuations and determining population sizes in open marine systems is still poorly understood. To address this issue, I conducted an experiment investigating whether very early post-recruitment mortality of a coral reef fish, Thalassoma bifasciatum, is dependent on recruitment density. To quantify the extent to which local populations are likely to be controlled primarily by recruitment or by post-settlement density-dependent mortality, I also measured natural mortality rates and recruitment variation at sites around the island of St. Croix, U.S. Virgin Islands. I manipulated densities of 1-3-d post-settlement T. bifasciatum on large natural patch reefs in Tague Bay, St. Croix, U.S. Virgin Islands. Manipulated recruits were followed for similar to 30 d. The loss rate over the initial 24-h period following placement of recruits on the reef was positively related to the density at the beginning of that period. After this period, initial recruit density had no effects on mortality. Natural monthly mortality rates approximating the monthly mortality monitored during the experiment were measured for naturally recruited fish at sites around the island. Mortality was positively correlated with recruitment density. The effect was strong enough that across sites the relationship between recruit density and juvenile density the following month was not proportional; that is, juvenile density tended to reach an asymptote with increasing recruitment. The relationship between total recruitment per season at a site and adult abundance at the end of the season was similarly asymptotic, indicating the persistence of a density-dependent effect at the scale of the island. Mortality rates around the island were extremely variable and density independent at densities below similar to 1 recruit/m(2). Above that level, mortality rates were higher and tended to increase with further increases in recruitment density. Around St. Croix, three out of eight sites consistently received recruitment above this threshold, while five sites never experienced recruitment above that level during the study. Because spatial patterns of recruitment around St. Croix were consistent over time, some local populations may be controlled mainly by recruitment and density-independent mortality at all times, while others may be chronically affected by post-settlement density dependence. This study gives support to the idea that recruitment limitation and density dependence are not mutually exclusive. Rather, local populations must be characterized by the degree of recruitment, the resultant population density, and the subsequent degree of density-dependent regulation.",66,66,MAY,1999,69,2,177,194,10.1890/0012-9615(1999)069[0177:EPSMIA]2.0.CO;2,25,Caselle 1999,17.75,-64.58333333,Ecological Mono,unpaired,77,DD,yes,0,0,-0.0348,0.00533,0,2.84e-5,Obs,4,Labridae,Thalassoma_bifasciatum,planktivore (adults),3.49,reef,LesserAntilles,Caribbean,present,4.5,12,mmSL,12,30,0.516247939478261,0.28099454199999996
80,1e-15,,1.00446e-4,6.05e-10,73,without older fish,118,yes,Fig 4,Yes,No - but did look at older on settlers,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Schmitt, RJ; Holbrook, SJ",Mortality of juvenile damselfish: Implications for assessing processes that determine abundance,ECOLOGY,"We examined the effects of variation in intra- and intercohort density on the magnitude and form of per capita juvenile mortality rates of three species of damselfish (Dascyllus spp.) at Moorea, French Polynesia. Patterns of mortality over a 2-wk period were estimated from daily counts of new settlers and of the next older age class (<1 mo old) following a natural settlement pulse to standard amounts of suitable microhabitat. Two spatial scales were explored: among 11 lagoon sites dispersed evenly around the 60-km perimeter of the island and among microhabitats within a site. For each species at both spatial scales, per capita mortality rates of new settler cohorts increased monotonically with density, whereas those of the next older cohort were density independent. Intra- and especially intercohort processes induced density-dependent mortality in new settler cohorts. Despite experimental densities that were only 15-25% of ambient, similar to 50% of the spatial variance in settler abundance was reduced by density-dependent mortality in 2 wk. The relative contributions of primary recruitment limitation and subsequent density-dependent loss in setting the average abundance of 2-wk-old recruits were estimated to be similar to 70% and similar to 12%, respectively. Our findings demonstrate that density-dependent mortality may only occur for a brief period immediately after settlement of at least some reef fishes and that its influence can be relatively large at comparatively low densities. These results have major implications for current assessments of the relative importance of the processes that drive abundance and dynamics of species with demographically open populations.",106,106,JAN,1999,80,1,35,50,10.2307/176978,26,Schmitt and Holbrook 1999 - Ecology,-17.5,-149.8333333,Ecology,unpaired,80,DD,yes,0,0,-1e-4,2.29e-6,0,5.25e-12,Exp,3,Pomacentridae,Dascyllus_trimaculatus,planktivore,2.8,reef,Moorea,Pacific,present,1,11,mmSL,11,14,98.28571428571429,73
87,0.002989899,4.324349662087931e-4,3.97e-5,2.03e-11,74,expt,137,yes,Fig2.,Yes,no,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Schmitt, RJ; Holbrook, SJ; Osenberg, CW",Quantifying the effects of multiple processes on local abundance: a cohort approach for open populations,ECOLOGY LETTERS,"A challenge for species with demographically open populations is to evaluate the relative importance of various processes that together set local abundance. We developed a cohere-based framework for quantifying the influence of an external supply of colonists and subsequent density-independent and density-dependent mortality on local abundance. Two complementary approaches - based on limitation and elasticity - revealed the nature of interactions and nonlinearities among these processes. Data for an Indo-Pacific reef fish were used to document the settler-survivor relationship and to quantify natural variation in settlement. Limitation by density-dependence was two-fold and 20-fold greater than by supply or density-independent mortality, respectively. Elasticity analyses showed that adult abundance was 40% more sensitive to small proportionate changes in supply than in density-dependence. These techniques provide a way to compare across systems, which could enhance our ability to draw general conclusions regarding the processes that shape local abundance of species with open populations.",55,56,SEP,1999,2,5,294,303,10.1046/j.1461-0248.1999.00086.x,28,Schmitt et al. 1999 - eco let,-17.5,-149.8333333,Ecol. Letters,unpaired,87,DD,yes,-0.002009405,7.63e-4,-4.71e-5,5e-6,5.82e-7,2.5e-11,Exp,,Pomacentridae,Dascyllus_trimaculatus,planktivore,2.8,reef,Moorea,Pacific,present,1,10,mmSL,10,180,573.7636363636364,134.8
90,1e-15,,0.003585739,5.39e-7,75,fig2-with preds,163,yes,"Fig 2, with preds",no,Yes,yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Forrester, GE; Steele, MA",Variation in the presence and cause of density-dependent mortality in three species of reef fishes,ECOLOGY,"Determining the mechanisms by which natural populations are regulated is a key issue in ecology. Identifying the biological causes of density dependence has, however, proved difficult in many systems. In this study we tested whether adults of three species of reef fish (all gobies) suffered density-dependent mortality, and whether the density-dependent component of mortality was caused by predation. We used field experiments to test for density dependence in each prey species, manipulating the presence of predators and prey density in a factorial design. Prey were stocked on replicate patches of reef constructed of natural materials, with each reef receiving a different density of gobies. Predatory fishes were excluded from half of the reefs using a combination of removals and exclusion cages. Survival of the first species, Lythrypnus dalli, was high and density independent on reefs free of predators, but declined rapidly with increasing density on reefs to which predators had access. Density dependence in L. dalli was thus a result of mortality inflicted by predatory fishes. In the second species, Coryphopterus nicholsii, predators caused a large reduction in the survival in one experiment but had a negligible effect in a second experiment. More importantly, though, survival of C. nicholsii was always independent of its density, regardless of predator presence. In the final species. Coryphopterus glaucofraenum, two separate experiments showed that natural changes in adult abundance (experiment 1) and survival of stocked adults (experiment 2) were density-dependent regardless of predator presence. Both experiments thus indicated that the density-dependent component of loss in C. glaucofraenum was caused, at least in part, by an interaction other than predation. The presence, intensity, and biological cause of density-dependent survival were thus strikingly different for each of these three fishes, despite the fact that they are taxonomically closely related and ecologically similar. These findings suggest a need for further studies aimed at predicting under what circumstances different mechanisms of population regulation will operate.",59,59,SEP,2000,81,9,2416,2427,,30,Forrester and Steele 2000,33.45,-118.4833333,Ecology,paired,90,DD,yes,0,0,-0.00442,0.00103,0,1.06e-6,Exp,,Gobiidae,Lythrypnus_dalli,planktivore,3.21,reef,California,Pacific,present,75,32,mmSL,32,21,17.4778375,10.6601
91,0.005757576,4.764451699828638e-4,-8.28e-5,7.68e-11,76,fig2-without preds,163,yes,Fig 2 without preds,no,Yes,yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Forrester, GE; Steele, MA",Variation in the presence and cause of density-dependent mortality in three species of reef fishes,ECOLOGY,"Determining the mechanisms by which natural populations are regulated is a key issue in ecology. Identifying the biological causes of density dependence has, however, proved difficult in many systems. In this study we tested whether adults of three species of reef fish (all gobies) suffered density-dependent mortality, and whether the density-dependent component of mortality was caused by predation. We used field experiments to test for density dependence in each prey species, manipulating the presence of predators and prey density in a factorial design. Prey were stocked on replicate patches of reef constructed of natural materials, with each reef receiving a different density of gobies. Predatory fishes were excluded from half of the reefs using a combination of removals and exclusion cages. Survival of the first species, Lythrypnus dalli, was high and density independent on reefs free of predators, but declined rapidly with increasing density on reefs to which predators had access. Density dependence in L. dalli was thus a result of mortality inflicted by predatory fishes. In the second species, Coryphopterus nicholsii, predators caused a large reduction in the survival in one experiment but had a negligible effect in a second experiment. More importantly, though, survival of C. nicholsii was always independent of its density, regardless of predator presence. In the final species. Coryphopterus glaucofraenum, two separate experiments showed that natural changes in adult abundance (experiment 1) and survival of stocked adults (experiment 2) were density-dependent regardless of predator presence. Both experiments thus indicated that the density-dependent component of loss in C. glaucofraenum was caused, at least in part, by an interaction other than predation. The presence, intensity, and biological cause of density-dependent survival were thus strikingly different for each of these three fishes, despite the fact that they are taxonomically closely related and ecologically similar. These findings suggest a need for further studies aimed at predicting under what circumstances different mechanisms of population regulation will operate.",59,59,SEP,2000,81,9,2416,2427,,30,Forrester and Steele 2000,33.45,-118.4833333,Ecology,paired,90,DI,yes,-0.00443,0.00322,6.5e-5,5.7e-5,1.04e-5,3.25e-9,Exp,,Gobiidae,Lythrypnus_dalli,planktivore,3.21,reef,California,Pacific,absent,75,32,mmSL,32,21,20.7425125,12.437000000000001
92,0.061515152,0.01082252281124877,-7.33464e-4,5.53e-6,77,fig3a-with preds,163,yes (if it can be fit),Fig 3a with preds,no,Yes,yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Forrester, GE; Steele, MA",Variation in the presence and cause of density-dependent mortality in three species of reef fishes,ECOLOGY,"Determining the mechanisms by which natural populations are regulated is a key issue in ecology. Identifying the biological causes of density dependence has, however, proved difficult in many systems. In this study we tested whether adults of three species of reef fish (all gobies) suffered density-dependent mortality, and whether the density-dependent component of mortality was caused by predation. We used field experiments to test for density dependence in each prey species, manipulating the presence of predators and prey density in a factorial design. Prey were stocked on replicate patches of reef constructed of natural materials, with each reef receiving a different density of gobies. Predatory fishes were excluded from half of the reefs using a combination of removals and exclusion cages. Survival of the first species, Lythrypnus dalli, was high and density independent on reefs free of predators, but declined rapidly with increasing density on reefs to which predators had access. Density dependence in L. dalli was thus a result of mortality inflicted by predatory fishes. In the second species, Coryphopterus nicholsii, predators caused a large reduction in the survival in one experiment but had a negligible effect in a second experiment. More importantly, though, survival of C. nicholsii was always independent of its density, regardless of predator presence. In the final species. Coryphopterus glaucofraenum, two separate experiments showed that natural changes in adult abundance (experiment 1) and survival of stocked adults (experiment 2) were density-dependent regardless of predator presence. Both experiments thus indicated that the density-dependent component of loss in C. glaucofraenum was caused, at least in part, by an interaction other than predation. The presence, intensity, and biological cause of density-dependent survival were thus strikingly different for each of these three fishes, despite the fact that they are taxonomically closely related and ecologically similar. These findings suggest a need for further studies aimed at predicting under what circumstances different mechanisms of population regulation will operate.",59,59,SEP,2000,81,9,2416,2427,,30,Forrester and Steele 2000,33.45,-118.4833333,Ecology,paired,92,DI,yes,-0.041772341,0.0498,-0.002378587,0.0109,0.00248004,1.1881e-4,Exp,,Gobiidae,Rhinogobiops_nicholsii,planktivore and carnivore,,reef,California,Pacific,present,60,38.5,mmSL,38.5,30,5.7059,4.4706
93,0.007464646,0.001752141546793523,-3.46022e-4,3.17e-8,78,fig3a-without preds,163,yes,Fig 3a without preds,no,Yes,yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Forrester, GE; Steele, MA",Variation in the presence and cause of density-dependent mortality in three species of reef fishes,ECOLOGY,"Determining the mechanisms by which natural populations are regulated is a key issue in ecology. Identifying the biological causes of density dependence has, however, proved difficult in many systems. In this study we tested whether adults of three species of reef fish (all gobies) suffered density-dependent mortality, and whether the density-dependent component of mortality was caused by predation. We used field experiments to test for density dependence in each prey species, manipulating the presence of predators and prey density in a factorial design. Prey were stocked on replicate patches of reef constructed of natural materials, with each reef receiving a different density of gobies. Predatory fishes were excluded from half of the reefs using a combination of removals and exclusion cages. Survival of the first species, Lythrypnus dalli, was high and density independent on reefs free of predators, but declined rapidly with increasing density on reefs to which predators had access. Density dependence in L. dalli was thus a result of mortality inflicted by predatory fishes. In the second species, Coryphopterus nicholsii, predators caused a large reduction in the survival in one experiment but had a negligible effect in a second experiment. More importantly, though, survival of C. nicholsii was always independent of its density, regardless of predator presence. In the final species. Coryphopterus glaucofraenum, two separate experiments showed that natural changes in adult abundance (experiment 1) and survival of stocked adults (experiment 2) were density-dependent regardless of predator presence. Both experiments thus indicated that the density-dependent component of loss in C. glaucofraenum was caused, at least in part, by an interaction other than predation. The presence, intensity, and biological cause of density-dependent survival were thus strikingly different for each of these three fishes, despite the fact that they are taxonomically closely related and ecologically similar. These findings suggest a need for further studies aimed at predicting under what circumstances different mechanisms of population regulation will operate.",59,59,SEP,2000,81,9,2416,2427,,30,Forrester and Steele 2000,33.45,-118.4833333,Ecology,paired,92,DI,yes,-0.00922,0.00478,4.95e-4,3.87e-4,2.28e-5,1.5e-7,Exp,,Gobiidae,Rhinogobiops_nicholsii,planktivore and carnivore,,reef,California,Pacific,absent,60,38.5,mmSL,38.5,30,5.6544,4.3824
